week_start	sub-KSm11/sub-KSm11_ses-20160616T120000_behavior.nwb	sub-KSm30/sub-KSm30_ses-20160831T120000_behavior.nwb	sub-KSm31/sub-KSm31_ses-20160824T120000_behavior.nwb	sub-KSm6/sub-KSm6_ses-20160602T120000_behavior.nwb	sub-KSm8/sub-KSm8_ses-20160604T120000_behavior.nwb	sub-KSm9/sub-KSm9_ses-20160610T120000_behavior.nwb	sub-KSt101/sub-KSt101_ses-20150511T120000_behavior.nwb	sub-KSt106/sub-KSt106_ses-20150514T120000_obj-1pi120h_behavior.nwb	sub-KSt106/sub-KSt106_ses-20150514T120000_obj-g7vu6s_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150514T120000_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1lzhy6l_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1yadv1x_behavior.nwb	sub-KSt109/sub-KSt109_ses-20150521T120000_behavior.nwb	sub-KSt111/sub-KSt111_ses-20150529T120000_behavior.nwb	sub-KSt112/sub-KSt112_ses-20150606T120000_behavior.nwb	sub-KSt112/sub-KSt112_ses-20150610T120000_behavior.nwb	sub-KSt115/sub-KSt115_ses-20150622T120000_behavior.nwb	sub-KSt117/sub-KSt117_ses-20150629T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150702T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150703T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150706T120000_behavior.nwb	sub-KSt122/sub-KSt122_ses-20150719T120000_behavior.nwb	sub-KSt123/sub-KSt123_ses-20150729T120000_behavior.nwb	sub-KSt124/sub-KSt124_ses-20150721T120000_behavior.nwb	sub-KSt126/sub-KSt126_ses-20160831T120000_behavior.nwb	sub-KSt127/sub-KSt127_ses-20160909T120000_behavior.nwb	sub-KSt128/sub-KSt128_ses-20160913T120000_behavior.nwb	sub-KSt130/sub-KSt130_ses-20160923T120000_behavior.nwb	sub-KSt131/sub-KSt131_ses-20160923T120000_behavior.nwb	sub-KSt135/sub-KSt135_ses-20161024T120000_behavior.nwb	sub-KSt135/sub-KSt135_ses-20161027T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161015T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161017T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1cimbwp_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1jbvpxr_behavior.nwb	sub-KSt138/sub-KSt138_ses-20161120T120000_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161201T120000_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161205T120000_obj-13pr4ey_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161205T120000_obj-ofsdfk_behavior.nwb	sub-KSt66/sub-KSt66_ses-20140711T120000_behavior.nwb	sub-KSt66/sub-KSt66_ses-20140718T120000_behavior.nwb	sub-KSt69/sub-KSt69_ses-20140725T120000_behavior.nwb	sub-KSt76/sub-KSt76_ses-20140927T120000_behavior.nwb	sub-KSt77/sub-KSt77_ses-20141110T120000_obj-k3liaq_behavior.nwb	sub-KSt77/sub-KSt77_ses-20141110T120000_obj-maz7dk_behavior.nwb	sub-KSt80/sub-KSt80_ses-20141025T120000_behavior.nwb	sub-KSt82/sub-KSt82_ses-20141208T120000_behavior.nwb	sub-KSt88/sub-KSt88_ses-20150320T120000_behavior.nwb	sub-KSt89/sub-KSt89_ses-20150331T120000_behavior.nwb	sub-KSt89/sub-KSt89_ses-20150401T120000_behavior.nwb	sub-KSt91/sub-KSt91_ses-20150413T120000_obj-2btolv_behavior.nwb	sub-KSt91/sub-KSt91_ses-20150413T120000_obj-u72o7l_behavior.nwb	sub-KSt92/sub-KSt92_ses-20150405T120000_behavior.nwb	sub-KSt93/sub-KSt93_ses-20150416T120000_behavior.nwb	sub-KSt94/sub-KSt94_ses-20150424T120000_behavior.nwb	sub-KSt95/sub-KSt95_ses-20150429T120000_behavior.nwb	sub-KSt96/sub-KSt96_ses-20150420T120000_behavior.nwb	sub-KSt97/sub-KSt97_ses-20150427T120000_behavior.nwb	sub-KSt99/sub-KSt99_ses-20150506T120000_obj-1wybaw_behavior.nwb	sub-KSt99/sub-KSt99_ses-20150506T120000_obj-r9qsp2_behavior.nwb
2024-03-11	77572228	49247956	110822238	109203028	68891676	55361056	165882496	78003904	50002352	135505868	46916460	67942364	116744732	55719628	32653152	71714728	47360996	59349292	57982056	97958768	51291324	70392744	67983696	119473152	57949981	105506728	43988735	77079828	45061156	104843432	48824512	75921448	37310804	45729680	78357524	55754908	58705664	68914908	69755924	64838524	95354892	59882184	73941498	83173280	53997672	87074452	37989780	67585580	48113900	61558891	44004972	71777172	129798908	54204846	77667816	60211680	162574748	65680968	81355664	59112444
2024-03-18	7963680	6370944	0	8627320	19909200	20977764	5441848	23350088	25248580	16458272	16259180	20333380	29513344	10087328	0	19502764	0	128004332	14528696	19299752	24252432	6437308	9357324	22835200	21071971	0	20506476	6503672	18415976	6238216	11806328	27741184	10035200	15347896	12609160	18036704	25437356	13893936	21216812	24510736	41273320	9954600	18342586	7300040	10551876	17754812	8760048	21349540	41391744	26983247	4446388	8959140	22323200	0	9932800	16591000	9357324	23881344	6835492	11264000
2024-03-25	176034310	109966656	6437308	103761934	95372902	138590388	704428168	367689408	463398116	566848467	256871680	198140836	326252098	740681344	25884024	203139863	217394032	303588560	20796858	60532021	104580728	124021048	166297600	201625600	40289611	115169338	27545600	48062600	37683200	22016000	35635200	10220056	9463172	56735198	55296000	65118108	37478400	80556336	43123892	255385600	224283948	29878711	36783744	132744540	179654576	50073600	83532	80234	189337600	97425851	19478669	360103936	332492800	7167312	48986099	426968080	470951747	126743079	181289056	0
2024-04-01	0	92399520	13312000	64646547	6370944	69797338	311822839	257455246	100147200	71680000	103681280	81817600	168631412	340889600	21504000	122368000	252211200	325427200	0	0	182067200	215552000	119603200	222075844	35113219	632221812	33442843	32547520	30026	46780416	2268447	6437308	0	0	150143	80179200	43724800	67756336	46694400	159208742	111104000	29469111	30412800	142014908	83188777	119215301	136128912	134263846	0	61736391	24949057	0	0	16776238	0	0	370176000	0	5259264	56204766
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	0	186218465	0	0	0	0	0	0	0	0	23363584	0	0	0	0	0	0	0	0	0	68165632	0	0	0	0	0	0	0	205131776	0	15334304	0	0	0	0	0	0	99579564	0	0	133599107	123947745	0	107289179	255305344	0	207229479	250945676	0
2024-04-15	133679	37297160	0	63929747	50573285	0	0	115609600	204326116	110170296	69042176	189238280	0	0	0	0	95125504	0	0	0	0	0	0	15745024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64253952	0	0	0	0	0	10506240	0	0	0	0	0	0	0	31916032	0	0	0	0	0	0	0
2024-04-22	15728640	0	0	0	0	0	223774863	0	0	0	111349760	0	150366177	220862119	23694012	39821403	48230400	182988800	0	56743221	156848128	364851200	81198446	0	0	278569056	27545600	68930056	66847600	0	60264327	0	6370944	2372441	40360248	80179200	37834752	0	8213332	213873218	194316688	0	5259264	0	130716660	222068736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-29	0	0	0	0	0	0	0	0	0	59568128	0	0	0	0	0	0	0	0	0	0	0	0	99921920	0	0	0	5479451	0	0	0	0	0	0	0	0	0	90231893	77566256	0	0	0	1411511	42535100	95793152	0	99676256	0	85481834	110758042	90020935	0	59388740	348373029	26515750	0	375783424	387276800	109617703	435027968	97910784
2024-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88836196	0	133204322	0	0	181288960	0	0	0	0	0	0	5246976	0	0	0	0	0	0	0	0	28510631	141811712	68435968	0	34152475	0	0	0	0	0
2024-05-13	0	0	10493952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95485952	0	0	161958332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31473664	0	0	55414784	0	0	0	0	0	0	0	0	5259264	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	20647936	0	0	0	16076800	0	0	0	4531452	78688256	0	0	0	0	7830952	0	0	0	0	183402496	0	0	0	85639168	0	0	0	0	0	0	0	10477568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	5259264	15724544	0	0	24156496	0	0	5584314	0	0	85386032	0	0	0	0	15135212	0	0	0	35827712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205078528	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	0	0	0	255926272	95723520	0	0	0	0	0	0	0	0	0	158699520	0	0	0	0	0	0	0	0	0	0	0	5259264	206894420	0	0	0	0	0	0	0	0	0	0	0	7830952	0	184332288	67850240	0	0	0	0	0	0	92362632	0	0	0	0	0	0	0
2024-06-10	0	0	12277340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	13670984	0	0	0	0	9357324	0	0	0	0	0	0	0	279416832	0	0	0	0	0	7830952	0	116772864	0	21012480	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11812792	0	0	0	0	0	0	0	0	0	0	0	19311924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	39685672	0	0	180788480	140086280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113859642	0	0	0	0	0	0	0	0	0	447594533	0	0	518395680	11613700	0	0	0
2024-07-08	55199404	55292316	40036909	0	72989945	127883852	0	111618	78118912	186040219	98816896	73023540	0	212729856	25914044	168427520	131883148	85721088	0	0	143392768	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	139101445	0	0	0	0	0	0	0	0	180784912	80604	63847672	69200139	301418554	31981568	7764588	7631860	48669911	42816099	23592960	7034584	0	31804031	89505592	120070108	13842048	0	307232768	286244103	7830952	47710208	117531592	132720057	121637880	109332140	45111658	296771169	62783488	19609741	222429184	198477997	0	74917399	209327904	345600184	66134808	0	97910784
2024-07-22	2787288	0	10153692	0	12078248	3317372	0	0	0	0	11215516	0	0	0	2190012	0	0	0	11414608	2190012	12542796	12210976	0	10020964	11414608	0	0	10020964	0	0	0	11547336	9490052	0	0	0	24289224	8096408	12277340	0	10220056	13073708	0	8892776	0	0	0	0	0	0	4446388	7300040	0	12011884	12675524	0	0	0	254249500	0
2024-08-12	12296318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	0	33381588	0	0	0	0	0	0	0	0	5840032	0	0	0	0	0	10087328	11547336	0	0	0	10020964	0	14400988	0	0	0	0	0	9357324	115954865	0	0	5840032	0	0	0	0	0	0	0	0	0	0	0	4844572	0	0	2787288	8096408	0	13140072	11613700	0	0	12542796	340257807	0	0
2024-09-02	0	0	19065389	0	0	0	556984463	0	0	0	0	0	0	0	0	0	0	0	0	9954600	104857600	0	0	0	118120511	0	0	0	0	0	0	115954865	0	0	0	0	0	0	0	310021798	1741032748	0	0	0	0	0	0	0	0	12144612	0	0	0	0	0	601517076	0	666977358	0	0
2024-09-09	0	5120140	0	0	0	0	0	0	0	0	353440000	0	0	0	14281208	0	0	0	0	0	0	0	94581718	0	0	0	0	0	38491466	21275863	0	0	0	0	0	118267604	80102340	0	72911356	0	0	0	0	0	0	0	0	62914560	0	48772551	0	0	216907813	9888236	0	0	0	0	269244204	104259332
2024-09-16	188716126	0	6437308	42678035	68734018	62893350	159645696	157922306	197792672	643348390	141073664	178490376	64880640	110254612	31126780	132120576	326392340	313524224	0	45798709	46661632	232953664	51904512	251698116	0	0	8560956	0	0	0	0	0	27835124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-23	353066637	141189540	200184545	94320403	65955361	62893350	83886080	743906310	1145903916	889370534	542365440	420258840	0	494360003	30733564	0	0	0	19875258	0	0	41943040	206740846	470241384	317123951	743917626	0	72777036	120411466	0	211505763	43472049	0	46690665	121981567	150254040	76726801	6835492	99085216	13921784	220162624	125702807	214129722	389057208	395574313	104726528	129236992	308435306	733087898	70017164	19609741	123979867	158034620	46408348	194789430	8428228	426660764	122552320	733139750	249284506
2024-09-30	117688879	0	24308269	0	65955361	0	0	247968770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680064	0	0	13803712	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	12277340	56486868	0	94320403	12741888	62893350	0	0	381967972	444685267	12410068	0	475281377	0	40356344	0	7233676	11746428	28568942	110810421	0	41943040	11082788	471303208	62044419	10020964	20307384	69392472	101406026	84190423	137191003	0	67284236	25719641	103402215	111274072	127084821	84325536	140206932	0	513901387	10419148	113859642	203773072	0	0	227718732	0	350089197	8892776	19478669	388552963	447594533	44778270	94838811	0	732619783	6636400	510949637	0
2024-10-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7897316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0
2024-11-18	31508616	83894412	40954413	0	0	0	375318547	248230914	314966016	533247910	149506860	189208592	215496673	522190848	7402748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13737348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260046848	0	0	53655811	0	25165824	0	0	0	0	57234609	0	0	0	0	0	0	0	150638246	178357067	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233183008	0	190882343	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518395680	0	0	0	0
2025-03-10	0	0	0	0	204800	0	0	0	0	4114568	0	4114568	554977	0	0	2190012	409600	0	0	0	0	0	0	0	0	0	4977300	0	0	0	0	0	0	0	0	409600	0	4645480	0	0	5043664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	0	0	0	0	0	0	0	0	0	15225352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	0	0	35175969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256251680	0	0	0	0
2025-07-28	0	47063180	40036909	41891603	0	0	0	0	0	0	23502080	52428800	0	0	0	104857600	0	0	0	5952821	0	262144000	0	0	0	441927738	0	0	0	52428800	0	0	0	0	0	52428800	0	0	0	0	0	87632311	52428800	35669340	0	0	157286400	0	0	0	0	0	0	0	0	0	0	52428800	0	0
2025-08-04	0	0	50046281	0	0	0	314572800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154312046	199138244	62044419	0	58530843	66472456	0	0	104857600	63526065	0	0	0	0	0	0	52428800	0	0	0	0	0	157940777	0	0	0	0	90715591	0	209715200	0	0	94838811	0	209715200	0	0	0
2025-08-11	65260079	0	0	0	13526561	0	0	209715200	0	0	0	0	164130754	127358403	30733564	0	0	0	19875258	0	122491930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52428800	209715200	0	0	0	0	209715200	0	0	0	0	0	0	104857600	0	0	0	0	0	0	12262332
2025-08-18	0	0	40954413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57064180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52428800	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	104857600	30733564	87642203	0	0	0	0	0	0	0	251567044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	52428800	0	0	0	0	62893350	0	0	0	234970067	0	0	265566177	0	42207504	11016424	0	0	0	0	0	0	0	0	0	209715200	0	0	0	0	0	0	0	0	0	0	52428800	0	0	0	0	87632311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149266583	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	224681572	0	0	0	0	0	0	0	108614904	209715200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25719641	0	0	0	0	0	0	0	0	0	0	158595154	0	0	0	0	0	19478669	0	0	0	0	0	0	0	104857600	0
2025-09-29	0	0	40856109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	119870196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19478669	18305	0	0	0	0	0	0	0	0
2025-11-10	0	0	0	0	65955361	62893350	0	0	0	444685267	0	140086280	475281377	0	30733564	0	0	0	0	0	227349530	557884880	0	0	0	494356538	0	0	0	84190423	0	0	0	0	0	0	0	0	0	0	513901387	87632311	113859642	0	0	317827701	0	223107434	340001869	0	0	0	447594533	0	0	0	0	0	0	0
2025-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220200960	0	0	0	0
2025-12-15	0	141189540	40036909	99032247	141998050	6503672	0	247968770	9158232	448799835	185301232	140086280	963039186	1483080009	4114568	489857206	0	621496632	67854910	7233676	691936826	251658240	215301802	469644108	62044419	994685008	4180932	132944912	101406026	89632271	126440035	166326133	67350600	6769128	97894003	201178936	0	155378272	148635160	315795466	522263251	0	0	197070308	0	324331373	240792440	0	0	0	19478669	4180932	463455529	33828210	111960723	518395680	4180932	452019278	507565073	123266106
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26214400	0	37559323	0	0	0	0	0	20364020	0	0	0	0	0	0	183500800	204472320	0	0	0	0	0	0	0	130286669	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	47063180	0	115291923	50226721	62893350	804639006	359622660	0	0	180788480	140086280	475281377	494360003	30733564	244928603	370758904	0	19875258	0	80548890	557884880	206740846	461282244	62044419	494356538	0	106730512	0	84190423	199840355	0	0	25719641	90262143	0	0	0	140206932	0	513901387	87632311	0	192955740	262798377	317827701	227718732	223107434	340001869	90715591	19478669	0	447594533	0	0	0	0	0	499203209	110988766
2026-01-05	0	0	31457280	0	0	0	0	0	0	0	0	57671680	0	0	0	0	0	0	0	58381621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40459322	0	0	171027061	0	6503672	0	0	0	183500800	0	10485760	0	0	0	0	0	0
2026-01-12	0	0	0	104806163	65955361	0	0	485451780	0	0	0	140086280	0	0	0	0	0	0	0	200649322	248321050	1126255520	0	912078728	10485760	0	58530843	0	0	0	115954275	221423970	78035700	0	0	100589468	0	0	0	320507558	195471700	0	0	0	0	0	0	0	340001869	0	0	0	0	0	84353051	10485760	0	333488679	0	0
2026-01-19	0	0	0	0	0	0	0	0	0	0	94371840	0	0	0	0	0	0	0	9389498	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36700160	45835092	0	0	0	0	0	0	0	110100480	0	0	0	0	0	206422053	0	0	0	0	0	0	0
2026-01-26	0	36577420	0	0	0	10485760	0	0	167009892	209715200	0	0	0	200758723	4519164	94371840	0	0	0	0	0	0	0	225352644	0	209715200	0	0	31457280	10485760	0	0	0	0	27347583	37674908	62914560	0	0	0	0	29960631	0	78643200	126483497	0	0	107764074	0	15728640	8992909	0	0	0	36700160	0	0	0	183500800	47185920
2026-02-02	110407680	0	0	0	0	0	0	0	0	0	0	0	146800640	0	21504000	0	82400504	188527852	0	0	0	0	52428800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47497444	0	0	259367063	0	0	0
2026-02-16	3981840	10485512	408109	11124532	4590532	307200	0	0	0	0	204800	4313660	0	0	30733564	0	0	0	19875258	0	0	0	0	0	8826412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19478669	0	0	0	0	0	0	0	0	0
2026-02-23	47791916	8760048	32730426	88279184	4584824	14579118	0	0	0	0	0	0	0	0	0	81395803	0	196319368	5176392	0	0	100976080	52268976	106291200	0	0	0	0	37683200	0	0	0	26828800	0	0	0	0	0	0	57965552	0	0	63907010	0	132189872	0	0	0	0	0	0	0	0	0	25616411	0	0	87011879	0	28262400
2026-03-02	0	0	0	0	0	0	0	95925624	111718400	278015547	67229004	0	0	112537600	4313660	0	173772800	0	0	0	51874712	0	0	0	0	62036932	6246400	0	0	33894400	0	47255296	0	0	37647111	23072668	0	0	0	0	63488000	0	0	0	0	117604096	0	96304896	54681600	0	0	4114568	125337469	1228800	0	4778208	344215296	0	219340800	0
2026-03-09	0	0	40036909	0	0	0	253501726	0	0	0	0	0	53555200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24064000	0	0	0	0	0	0	0	1411511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	0	0	0	0	0	9821872	0	0	0	0	0	0	0	0	0	0	0	0	21037388	16989184	0	0	0	0	0	0	0	0	0	0	0	7499132	0	0	0	0	0	0	0	0	0	8959140	0	0	0	0	0	0	0	0	0	0	13206436	0	0	0	0	0	0
2026-03-23	0	368780	0	0	0	0	42598400	33400968	55721572	0	0	0	0	41881600	0	0	27443200	126566400	0	0	0	80281600	0	10649600	0	0	0	0	0	0	0	0	22016000	0	0	0	0	0	0	0	0	0	21708800	27750400	0	0	0	0	0	22517191	0	50790400	34816000	0	0	38400000	126771200	0	36556800	0
