week_start	sub-KSm11/sub-KSm11_ses-20160616T120000_behavior.nwb	sub-KSm30/sub-KSm30_ses-20160831T120000_behavior.nwb	sub-KSm31/sub-KSm31_ses-20160824T120000_behavior.nwb	sub-KSm6/sub-KSm6_ses-20160602T120000_behavior.nwb	sub-KSm8/sub-KSm8_ses-20160604T120000_behavior.nwb	sub-KSm9/sub-KSm9_ses-20160610T120000_behavior.nwb	sub-KSt101/sub-KSt101_ses-20150511T120000_behavior.nwb	sub-KSt106/sub-KSt106_ses-20150514T120000_obj-1pi120h_behavior.nwb	sub-KSt106/sub-KSt106_ses-20150514T120000_obj-g7vu6s_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150514T120000_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1lzhy6l_behavior.nwb	sub-KSt107/sub-KSt107_ses-20150515T120000_obj-1yadv1x_behavior.nwb	sub-KSt109/sub-KSt109_ses-20150521T120000_behavior.nwb	sub-KSt111/sub-KSt111_ses-20150529T120000_behavior.nwb	sub-KSt112/sub-KSt112_ses-20150606T120000_behavior.nwb	sub-KSt112/sub-KSt112_ses-20150610T120000_behavior.nwb	sub-KSt115/sub-KSt115_ses-20150622T120000_behavior.nwb	sub-KSt117/sub-KSt117_ses-20150629T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150702T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150703T120000_behavior.nwb	sub-KSt119/sub-KSt119_ses-20150706T120000_behavior.nwb	sub-KSt122/sub-KSt122_ses-20150719T120000_behavior.nwb	sub-KSt123/sub-KSt123_ses-20150729T120000_behavior.nwb	sub-KSt124/sub-KSt124_ses-20150721T120000_behavior.nwb	sub-KSt126/sub-KSt126_ses-20160831T120000_behavior.nwb	sub-KSt127/sub-KSt127_ses-20160909T120000_behavior.nwb	sub-KSt128/sub-KSt128_ses-20160913T120000_behavior.nwb	sub-KSt130/sub-KSt130_ses-20160923T120000_behavior.nwb	sub-KSt131/sub-KSt131_ses-20160923T120000_behavior.nwb	sub-KSt135/sub-KSt135_ses-20161024T120000_behavior.nwb	sub-KSt135/sub-KSt135_ses-20161027T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161015T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161017T120000_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1cimbwp_behavior.nwb	sub-KSt137/sub-KSt137_ses-20161018T120000_obj-1jbvpxr_behavior.nwb	sub-KSt138/sub-KSt138_ses-20161120T120000_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161201T120000_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161205T120000_obj-13pr4ey_behavior.nwb	sub-KSt140/sub-KSt140_ses-20161205T120000_obj-ofsdfk_behavior.nwb	sub-KSt66/sub-KSt66_ses-20140711T120000_behavior.nwb	sub-KSt66/sub-KSt66_ses-20140718T120000_behavior.nwb	sub-KSt69/sub-KSt69_ses-20140725T120000_behavior.nwb	sub-KSt76/sub-KSt76_ses-20140927T120000_behavior.nwb	sub-KSt77/sub-KSt77_ses-20141110T120000_obj-k3liaq_behavior.nwb	sub-KSt77/sub-KSt77_ses-20141110T120000_obj-maz7dk_behavior.nwb	sub-KSt80/sub-KSt80_ses-20141025T120000_behavior.nwb	sub-KSt82/sub-KSt82_ses-20141208T120000_behavior.nwb	sub-KSt88/sub-KSt88_ses-20150320T120000_behavior.nwb	sub-KSt89/sub-KSt89_ses-20150331T120000_behavior.nwb	sub-KSt89/sub-KSt89_ses-20150401T120000_behavior.nwb	sub-KSt91/sub-KSt91_ses-20150413T120000_obj-2btolv_behavior.nwb	sub-KSt91/sub-KSt91_ses-20150413T120000_obj-u72o7l_behavior.nwb	sub-KSt92/sub-KSt92_ses-20150405T120000_behavior.nwb	sub-KSt93/sub-KSt93_ses-20150416T120000_behavior.nwb	sub-KSt94/sub-KSt94_ses-20150424T120000_behavior.nwb	sub-KSt95/sub-KSt95_ses-20150429T120000_behavior.nwb	sub-KSt96/sub-KSt96_ses-20150420T120000_behavior.nwb	sub-KSt97/sub-KSt97_ses-20150427T120000_behavior.nwb	sub-KSt99/sub-KSt99_ses-20150506T120000_obj-1wybaw_behavior.nwb	sub-KSt99/sub-KSt99_ses-20150506T120000_obj-r9qsp2_behavior.nwb
2024-03-11	80359516	64606748	117169547	119736336	98782572	72860796	195208508	78003904	77507308	157112268	60717284	67942364	139887132	108452876	53625208	73904740	83815396	127611236	63423904	113873956	57595904	84793732	74354640	148745660	73767789	153634728	65336749	77079828	66297568	126369576	48824512	86673448	37310804	59599756	110013152	59338564	68394808	77741320	94536724	100852652	147374092	85143968	73941498	94232480	67801384	87074452	56136724	82165992	65501268	61558891	62456984	73967184	150637204	54204846	94635200	66582624	162574748	83191368	81355664	79003764
2024-03-18	18613280	6370944	8361864	8627320	19909200	20977764	5441848	23350088	25248580	16458272	16259180	20333380	35884288	10087328	0	19502764	18227200	128004332	14528696	25604332	24252432	12808252	16458272	22835200	21071971	24196728	20506476	6503672	18415976	6238216	11806328	27741184	10035200	15347896	12609160	18036704	25437356	23914900	21216812	24510736	41273320	9954600	18342586	7300040	10551876	24125756	20536048	21349540	52275440	26983247	4446388	8959140	22323200	0	9932800	42293400	9357324	23881344	13206436	17634944
2024-03-25	221865290	109966656	33981417	103761934	95372902	173670438	755044096	502710978	664001796	623006855	365797504	264700836	489170498	740681344	25884024	203139863	217394032	497431760	20796858	86848821	104580728	124021048	171407628	201625600	40289611	235591738	61046623	48062600	37683200	22016000	35635200	53023256	34039172	56735198	55446143	108228508	41128420	80556336	89818292	268492800	279842928	29878711	36783744	132744540	179654576	50073600	43728076	45238634	189337600	97425851	23925057	360151299	350515200	7167312	48986099	426968080	470951747	181322279	181289056	0
2024-04-01	0	92399520	13312000	64646547	12741888	69797338	360667639	257455246	213913600	125132800	103681280	88294024	227204212	392806400	21504000	122368000	367029244	381747200	0	0	182067200	215552000	119603200	331234244	35113219	632221812	33442843	32547520	30026	46798039	2268447	6437308	24576000	24064000	150143	103251868	43724800	67756336	46694400	207746342	166618774	65957071	30412800	142014908	137278121	227861701	136128912	134263846	0	61736391	24949057	0	0	24076278	0	0	370176000	0	5259264	84467166
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	0	186218465	0	0	0	0	0	0	0	0	23363584	0	0	0	0	0	0	0	0	0	68165632	0	0	0	0	0	0	0	205131776	0	15334304	0	0	0	0	0	0	99579564	0	0	133599107	123947745	0	107289179	255454624	0	207229479	351604876	0
2024-04-15	133679	53271560	0	63929747	80166885	30677912	0	115872770	254399716	110170296	114819996	189238280	0	0	0	0	95125504	0	0	0	0	0	0	15745024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64253952	0	0	0	0	0	10506240	0	0	0	0	0	0	0	31916032	0	0	0	0	0	0	0
2024-04-22	15728640	0	0	0	0	0	272107663	0	0	0	111349760	0	207414049	268478119	33128376	39821403	48230400	306308332	0	114599221	205373624	364963280	163220846	123669444	27545600	335810656	27545600	68930056	66847600	53060823	104398727	49705056	6370944	2372441	40360248	117248000	37834752	0	8213332	213873218	232204688	0	5259264	0	178435060	222068736	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-04-29	0	0	0	0	0	0	0	0	0	59568128	0	0	0	0	0	0	0	0	0	0	0	0	99921920	0	0	0	5479451	0	0	0	0	0	0	0	0	0	90231893	112075056	0	0	0	1411511	75523318	122477120	0	154460256	43110400	85481834	110758042	90020935	0	113783620	401850405	26515750	0	375783424	463812788	159687207	435027968	97910784
2024-05-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88836196	0	133204322	0	0	181288960	0	0	0	0	0	0	5246976	0	0	0	0	0	0	0	0	28510631	141811712	68435968	0	65478683	0	0	0	0	0
2024-05-13	0	0	10493952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95485952	0	0	161958332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31473664	0	0	55414784	0	0	0	0	0	0	0	0	5259264	0	0	0	0	0
2024-05-20	0	0	0	0	0	0	20647936	0	0	0	16076800	0	0	0	4531452	78688256	0	0	0	0	7830952	0	0	0	0	183402496	0	0	0	85639168	0	0	0	0	0	0	0	10477568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	5259264	15724544	0	0	24156496	0	0	5584314	0	0	85386032	0	0	0	0	15135212	0	0	0	35827712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	205078528	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-03	0	0	0	0	0	0	255926272	95723520	0	0	0	0	0	0	0	0	0	158699520	0	0	0	0	0	0	0	0	0	0	0	5259264	206894420	0	0	0	0	0	0	0	0	0	0	0	7830952	0	184332288	67850240	0	0	0	0	0	0	92362632	0	0	0	0	0	0	0
2024-06-10	0	0	12277340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	23227400	0	13670984	0	0	0	0	9357324	0	0	0	0	0	0	0	279416832	0	0	0	0	0	7830952	0	116772864	0	21012480	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11812792	0	0	0	0	0	0	0	0	0	0	0	19311924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	287654442	0	0	180788480	140086280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113859642	0	0	0	0	0	0	0	0	0	447594533	0	0	518395680	11613700	0	0	0
2024-07-08	82593452	55292316	40036909	6370944	108117241	135648440	184156160	111618	78118912	186040219	98816896	111427636	0	277741568	25914044	189530112	131883148	235451628	0	0	200540160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-15	0	0	0	0	0	0	0	0	0	0	0	0	235570437	0	0	0	0	0	0	35127296	0	249204496	89340636	121519352	69200139	301418554	31981568	7764588	7631860	48669911	92754531	23592960	7034584	6570036	31804031	89505592	120070108	47884208	46621524	312342796	286244103	35388983	47710208	117531592	132720057	182455288	148653740	45111658	296771169	95172039	19609741	270194947	243697837	7034584	105326103	209327904	430796984	66134808	0	98012638
2024-07-22	2787288	0	10153692	0	12078248	3317372	0	0	0	0	11215516	0	0	10020964	2190012	0	0	6636400	11414608	2190012	12542796	12210976	0	10020964	11414608	10087328	6437308	10020964	0	0	12343704	11547336	9490052	0	0	0	24289224	8096408	12277340	0	10220056	13073708	0	8892776	0	0	0	0	0	0	4446388	7300040	0	12011884	12675524	0	0	0	324373020	10286420
2024-08-12	12296318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-26	0	0	33381588	0	0	0	11082788	0	0	0	0	5840032	0	0	0	0	0	10087328	11547336	0	0	0	10020964	14002804	14400988	0	0	0	0	0	9357324	115954865	0	0	5840032	0	0	0	10087328	0	0	0	13670984	0	0	0	4844572	0	0	2787288	8096408	0	13140072	11613700	0	0	12542796	340257807	0	0
2024-09-02	0	0	19065389	0	0	0	556984463	247968770	0	0	0	0	0	0	0	0	0	0	0	9954600	104857600	0	0	0	118120511	0	0	0	0	0	0	115954865	0	0	0	0	0	0	0	620043596	1782975788	0	0	0	0	0	0	0	0	12144612	0	0	0	0	0	637832052	0	1000466037	0	0
2024-09-09	0	5120140	0	0	0	10464550	0	0	0	0	353440000	0	0	0	50257652	0	0	444781488	0	0	0	0	136524758	0	0	0	0	0	38491466	42247383	0	0	0	0	48910268	118267604	80102340	14774576	93882876	0	0	0	0	0	0	0	0	83886080	0	48772551	0	0	216907813	9888236	7764588	0	0	0	307073973	104259332
2024-09-16	188716126	19951024	6437308	42678035	99142722	94088486	311093391	157922306	260314016	643348390	141073664	178490376	126091264	110342103	61860344	132120576	326392340	404899500	0	45798709	46732314	232953664	51904512	309763012	0	0	8560956	0	0	0	0	0	34206068	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-23	353066637	188252720	240221454	94320403	131910722	62893350	83886080	743906310	1145903916	889370534	542365440	420258840	0	494360003	30733564	0	0	94371840	19875258	0	0	41943040	206740846	470241384	317123951	884295738	0	100040012	120411466	0	254235235	97851901	0	46690665	121981567	150254040	76726801	6835492	99085216	13921784	294349376	180436046	214129722	395759972	395574313	165019648	407418444	412768618	733087898	70017164	19609741	512532830	158034620	46408348	194789430	166369988	426660764	122552320	803263270	249284506
2024-09-30	117688879	0	40036909	0	65955361	0	0	247968770	0	0	0	140086280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6171852	0	0	0	0	0	0	0	0
2024-10-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11680064	0	0	13803712	0	0	0	0	0	0	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	10883696	0	0	0	12542796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	12277340	56486868	0	94320403	12741888	62893350	41943040	0	381967972	444685267	12410068	8428228	475281377	0	40356344	0	377992580	11746428	28568942	110810421	10153692	41943040	11082788	471303208	62044419	10020964	20307384	69392472	101406026	84190423	137191003	0	67284236	37266977	103402215	111274072	127084821	84325536	140206932	10684604	526377819	10419148	113859642	203773072	0	0	227718732	0	350089197	8892776	23925057	388552963	447594533	44778270	94838811	12675524	732619783	6636400	510949637	0
2024-10-28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7897316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8229136	0	0	0	0	0	0	0	0	0	0
2024-11-18	31508616	97009944	81908826	0	0	0	482011155	252345482	319080584	584497062	194726700	220534800	331102177	734789632	31126780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13737348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	293601280	0	0	53655811	0	25165824	0	0	0	0	74011825	0	0	0	0	0	0	0	175804070	228688715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275126048	0	199270951	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518395680	0	0	0	0
2025-03-10	0	0	0	0	204800	0	0	0	0	4114568	0	4114568	554977	0	0	2190012	409600	0	0	0	0	0	0	0	0	0	4977300	0	0	0	0	0	0	0	0	409600	0	4645480	0	0	5043664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-09	0	0	4114568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	0	0	0	0	0	0	0	0	0	15225352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	0	0	35175969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256251680	0	0	0	0
2025-07-28	0	47063180	40036909	41891603	0	0	0	0	0	0	75930880	52428800	0	0	0	104857600	0	0	0	110810421	0	262144000	0	0	0	441927738	0	0	0	52428800	0	0	0	0	52428800	52428800	0	0	0	0	0	87632311	52428800	88098140	0	0	157286400	0	0	0	0	0	0	0	0	0	0	52428800	0	0
2025-08-04	0	0	95314354	0	0	0	314572800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	206740846	199138244	62044419	0	58530843	66472456	0	0	104857600	63526065	0	0	0	0	0	0	52428800	0	0	0	0	0	157940777	0	0	13392234	0	90715591	0	209715200	0	0	94838811	0	262144000	0	0	0
2025-08-11	65260079	0	0	0	13526561	0	0	209715200	0	0	0	0	164130754	127358403	30733564	0	0	0	19875258	0	174920730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52428800	262144000	0	0	0	0	209715200	0	0	0	0	0	0	157286400	0	0	0	0	0	0	117119932
2025-08-18	0	0	45201709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57064180	0	0	0	0	77689136	0	0	0	0	0	0	0	0	0	0	52428800	0	0	0	0	0	0	0	0	0	0	0
2025-08-25	0	0	0	0	0	0	0	0	0	0	0	0	0	104857600	30733564	87642203	0	0	0	0	0	0	0	303995844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94838811	0	0	0	0	0
2025-09-01	52428800	0	0	0	0	62893350	0	0	0	287398867	0	0	265566177	0	42207504	22563760	0	0	0	0	0	0	0	0	0	209715200	0	0	0	0	0	0	0	0	0	0	52428800	0	0	0	0	87632311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201695383	0	0	0
2025-09-08	0	0	0	0	0	0	0	0	277110372	0	0	0	0	0	0	0	161043704	560772332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25719641	90262143	0	0	0	0	0	0	0	0	0	211023954	0	0	0	0	0	19478669	0	0	0	0	0	0	0	341916809	0
2025-09-29	0	0	47625237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	0	0	119870196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19478669	18305	0	0	0	0	0	0	0	0
2025-11-10	0	47063180	0	0	65955361	62893350	0	247968770	381967972	444685267	180788480	140086280	475281377	0	30733564	244928603	370758904	613201132	19875258	110810421	227349530	557884880	0	461282244	62044419	494356538	58530843	0	0	84190423	0	0	0	0	0	0	0	0	140206932	0	513901387	87632311	113859642	0	262798377	317827701	0	223107434	340001869	0	0	0	447594533	0	0	0	0	333488679	499203209	0
2025-12-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	256901120	0	0	0	0
2025-12-15	0	141189540	40036909	99032247	141998050	69397022	571186359	247968770	9158232	448799835	185301232	140086280	972927422	1483080009	4114568	489857206	370758904	621496632	67854910	7233676	691936826	809543120	219416370	469644108	62044419	994685008	62711775	140311316	109701526	89632271	126440035	191412221	124414780	32488769	97894003	201178936	0	161881944	148635160	315795466	522263251	4512752	113859642	394206980	0	324331373	240792440	223107434	0	0	19478669	4180932	463455529	33828210	111960723	518395680	4180932	832693877	513736925	234254872
2025-12-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31457280	0	42802203	0	0	0	0	0	30849780	0	0	0	0	0	0	199229440	325157707	0	0	0	0	0	0	0	130286669	0	0	0	0	0	0	0	0	0	0	0
2025-12-29	0	47063180	0	141454886	55469601	62893350	862310686	375351300	0	0	180788480	140086280	475281377	494360003	30733564	244928603	370758904	0	19875258	0	117249050	557884880	206740846	461282244	62044419	494356538	0	117216272	0	84190423	215568995	0	0	25719641	90262143	0	0	0	140206932	0	513901387	87632311	0	192955740	262798377	317827701	227718732	223107434	340001869	90715591	19478669	0	447594533	19029038	0	0	725983383	333488679	499203209	110988766
2026-01-05	0	0	31457280	0	0	0	0	0	0	0	0	73400320	0	0	0	0	0	0	0	74110261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45702202	0	0	191998581	0	6503672	0	0	0	210295043	0	10485760	0	0	0	0	0	0
2026-01-12	0	0	0	104806163	65955361	0	0	485451780	0	0	0	140086280	0	0	0	0	0	0	0	200649322	465184820	1126255520	0	912078728	10485760	0	117061686	0	0	0	115954275	221423970	78035700	0	0	111075228	0	0	0	320507558	709373087	0	0	0	0	0	0	0	350487629	0	0	0	0	0	84353051	10485760	0	333488679	0	0
2026-01-19	0	0	0	0	0	0	0	0	0	0	99614720	0	0	0	0	0	0	0	14632378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47185920	51077972	0	0	0	0	0	0	0	146800640	0	0	0	0	0	274579493	0	0	0	0	0	0	0
2026-01-26	0	41820300	0	0	0	31436070	0	0	214195812	241172480	0	0	0	263673283	4519164	119099483	0	0	0	0	0	0	0	267295684	0	272629760	0	0	41943040	15728640	0	0	0	10485760	37833343	53403548	78643200	0	0	0	0	45689271	0	104857600	152697897	0	0	118249834	0	20971520	8992909	0	0	0	52428800	0	0	0	209715200	74288606
2026-02-02	115650560	0	0	0	0	0	0	0	0	0	0	0	199229440	0	29003132	0	119100664	272413932	0	0	0	0	89128960	0	0	0	0	0	0	0	0	0	0	25719641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81049920	0	0	343253143	0	0	0
2026-02-16	3981840	10485512	816218	11124532	4590532	8204516	0	0	0	0	204800	4313660	0	0	30733564	0	0	0	19875258	0	0	0	0	0	9226031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19478669	0	0	0	0	0	0	0	0	0
2026-02-23	83939116	45820724	32730426	88279184	4584824	14579118	0	0	0	0	0	35328000	0	0	0	81395803	0	196319368	5176392	0	0	160200760	129883422	110604860	0	0	0	0	82739200	0	4114568	0	26828800	0	0	0	0	0	4114568	57965552	0	0	63907010	0	181034672	0	0	0	0	0	4247296	0	0	0	46198811	0	0	136471079	0	56102366
2026-03-02	0	0	0	0	0	0	0	124348794	283767816	278015547	110749004	0	0	189926247	13748024	0	173843704	0	0	0	93346712	0	0	0	0	182766532	6246400	0	0	33894400	0	47255296	0	0	72667911	23072668	0	72269088	0	0	118116096	0	0	4048204	0	160385397	43110400	96304896	105164800	0	0	65042568	279244669	19438638	0	130935008	547037079	0	282009600	0
2026-03-09	0	0	80073818	0	0	0	502538526	0	0	0	0	0	173875200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24064000	0	0	0	0	0	0	0	60393911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2026-03-16	0	0	0	0	7565496	0	9821872	21103752	0	0	0	0	0	0	0	0	0	0	0	21037388	16989184	0	0	0	13803712	0	0	5840032	0	0	0	23957404	7499132	0	0	0	0	0	0	26147416	7764588	0	8959140	0	0	11215516	0	0	0	0	0	0	0	20771932	0	0	0	0	0	0
2026-03-23	12595200	368780	408109	597276	32079529	4313660	92364800	66168968	118902372	69632000	27852800	78928116	122163200	71782400	0	41984000	73932800	476088632	0	44748800	58572800	195491280	28774400	15276168	36352000	43298076	21359643	0	0	16708823	0	43762865	46489600	0	24214143	662812	28262400	0	0	58982400	242380800	25885111	21708800	50278400	106656945	19109433	27648000	13538166	133120000	22517191	0	115712000	37802380	3891200	0	125333680	496415443	82181955	166320292	0
