week_start	sub-01/sub-01_ses-01.nwb	sub-01/sub-01_ses-02.nwb	sub-01/sub-01_ses-03.nwb	sub-01/sub-01_ses-04.nwb	sub-01/sub-01_ses-20161214T171300_behavior+ecephys.nwb	sub-01/sub-01_ses-20161214T173600_behavior+ecephys.nwb	sub-01/sub-01_ses-20161217T121400_behavior+ecephys.nwb	sub-01/sub-01_ses-20161217T122800_behavior+ecephys.nwb	sub-02/sub-02_ses-01.nwb	sub-02/sub-02_ses-02.nwb	sub-02/sub-02_ses-03.nwb	sub-02/sub-02_ses-04.nwb	sub-02/sub-02_ses-05.nwb	sub-02/sub-02_ses-06.nwb	sub-02/sub-02_ses-07.nwb	sub-02/sub-02_ses-20160211T115600_behavior+ecephys.nwb	sub-02/sub-02_ses-20160211T120600_behavior+ecephys.nwb	sub-02/sub-02_ses-20160211T153300_behavior+ecephys.nwb	sub-02/sub-02_ses-20160212T165900_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-136ipd1_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1f4urbp_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1qctcfn_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1s87l12_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-1uo96nx_behavior+ecephys.nwb	sub-02/sub-02_ses-20160213T153700_obj-lcaqlc_behavior+ecephys.nwb	sub-03/sub-03_ses-01.nwb	sub-03/sub-03_ses-02.nwb	sub-03/sub-03_ses-03.nwb	sub-03/sub-03_ses-20150304T165900_behavior+ecephys.nwb	sub-03/sub-03_ses-20150305T085500_behavior+ecephys.nwb	sub-03/sub-03_ses-20150306T173300_behavior+ecephys.nwb	sub-04/sub-04_ses-01.nwb	sub-04/sub-04_ses-02.nwb	sub-04/sub-04_ses-20170118T103700_behavior+ecephys.nwb	sub-04/sub-04_ses-20170118T104700_behavior+ecephys.nwb	sub-05/sub-05_ses-01.nwb	sub-05/sub-05_ses-02.nwb	sub-05/sub-05_ses-03.nwb	sub-05/sub-05_ses-20170706T115300_obj-17gax9n_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-18w1jo9_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-1m3bzkg_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T115300_obj-1uq55tf_behavior+ecephys.nwb	sub-05/sub-05_ses-20170706T141100_behavior+ecephys.nwb	sub-06/sub-06_ses-01.nwb	sub-06/sub-06_ses-02.nwb	sub-06/sub-06_ses-03.nwb	sub-06/sub-06_ses-04.nwb	sub-06/sub-06_ses-05.nwb	sub-06/sub-06_ses-06.nwb	sub-06/sub-06_ses-07.nwb	sub-06/sub-06_ses-20140827T165900_behavior+ecephys.nwb	sub-06/sub-06_ses-20140827T171200_behavior+ecephys.nwb	sub-06/sub-06_ses-20140827T172100_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T102600_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T145500_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T151000_behavior+ecephys.nwb	sub-06/sub-06_ses-20140828T152100_behavior+ecephys.nwb	sub-07/sub-07_ses-01.nwb	sub-07/sub-07_ses-02.nwb	sub-07/sub-07_ses-03.nwb	sub-07/sub-07_ses-04.nwb	sub-07/sub-07_ses-20160302T170100_behavior+ecephys.nwb	sub-07/sub-07_ses-20160303T164000_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-1d0jeko_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-1wdu15t_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-9hzkt8_behavior+ecephys.nwb	sub-07/sub-07_ses-20160305T103200_obj-boqvfp_behavior+ecephys.nwb	sub-08/sub-08_ses-01.nwb	sub-08/sub-08_ses-02.nwb	sub-08/sub-08_ses-03.nwb	sub-08/sub-08_ses-04.nwb	sub-08/sub-08_ses-05.nwb	sub-08/sub-08_ses-20170111T115400_behavior+ecephys.nwb	sub-08/sub-08_ses-20170111T120500_behavior+ecephys.nwb	sub-08/sub-08_ses-20170113T121400_behavior+ecephys.nwb	sub-08/sub-08_ses-20170113T121600_behavior+ecephys.nwb	sub-09/sub-09_ses-01.nwb	sub-09/sub-09_ses-02.nwb	sub-09/sub-09_ses-20150115T144300_obj-106jgmp_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-13cfy3x_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-1qba6e_behavior+ecephys.nwb	sub-09/sub-09_ses-20150115T144300_obj-u2fzwy_behavior+ecephys.nwb
2024-08-26	0	0	0	0	23779404	25417104	9957216	25220580	0	0	0	0	0	0	0	8319516	22010688	14149728	10022724	22010688	18997320	15525396	44954433	9498660	14804808	0	0	0	20372988	7533420	23255340	0	0	16966572	8778072	0	0	0	22665768	0	22272720	0	24172452	0	0	0	0	0	0	0	17359620	19914432	8909088	8843580	8974596	6354276	13429140	0	0	0	0	2548493964	23517372	0	2699447297	24106944	16114968	0	0	0	0	0	0	0	26530740	6354276	0	0	5437164	16966572	5844662185	0
2024-09-02	0	0	0	0	0	0	1065402390	0	0	0	0	0	0	0	0	0	5912145359	0	0	1900299839	0	0	0	0	0	0	0	0	0	0	1131060727	0	0	0	0	0	0	0	1111342461	0	1355183534	0	1050201680	0	0	0	0	0	0	0	0	0	0	1988293696	0	1825338084	1729951595	0	0	0	0	7207721588	0	2523938830	4915371150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10823999858	0	0
2024-09-09	0	0	0	0	0	0	0	1162060046	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4323674053	0	0	0	0	0	0	0	0	0	0	2007784212	1750413598	0	0	0	0	0	0	1121214113	0	0	0	0	0	0	0	0	1697361344	2156571228	0	0	1943953964	13298124	0	0	0	0	0	0	2485767986	0	51117383	2260451584	0	0	0	0	0	0	0	0	40633340	0	0	0	0	9540537	0	0
2024-09-16	0	0	0	0	43113975	33147454	36884155	25615419	0	0	0	0	0	0	0	21062912	39851959	47755815	25296896	55943680	10153740	32044164	25165824	0	28374204	0	0	0	17556144	14935824	46184167	0	0	29292828	19261928	0	0	0	21904589	35481962	7860960	13560156	34173436	0	0	0	0	0	0	0	31389140	49324692	31716680	19128336	0	13038444	6878340	0	0	0	0	21028068	32371760	42693154	5941466	16707116	35908408	0	0	0	0	0	35356824	56088138	33224544	35269585	0	0	66704814	7675066	36643794	44687264
2024-09-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24391119	0	0	26399068	29438851	28250941	56499786	52798136	0	0	0	0	10485760	28552750	29285287	0	0	32496032	23361141	0	0	0	27802885	28737494	28734894	7860960	31426244	0	0	0	0	0	0	0	25534291	23031682	28067740	31599651	30954810	25380236	32337403	0	0	0	0	49090340	31960962	29527838	31020141	0	0	0	0	0	0	0	30524392	30933290	27525460	30291761	0	0	25424707	0	30513749	0
2024-09-30	0	0	0	0	23915348	1381356902	1391648827	0	0	0	0	0	0	0	0	115368	145215	2714684855	2662759059	12373637287	6373323651	5538517821	5635890333	6186783068	6373321051	0	0	0	1541642104	1560908166	1560206247	0	0	2507135392	0	0	0	0	1375223045	0	1355183534	0	1378846404	0	0	0	0	0	0	0	2563088211	0	2518435740	2574396451	2447922490	2442347916	2497347087	0	0	0	0	0	0	2708639518	2694403181	0	2694403229	0	0	0	0	0	0	2426929450	0	21028068	0	0	5939393347	5823894457	5823896149	5939393463
2024-10-07	0	0	0	0	15030576	0	0	0	0	0	0	0	0	0	0	3235006	0	0	0	0	0	0	0	0	0	0	0	0	0	99928372	1574421483	0	0	31672978	0	0	0	0	3840966	0	0	15611	1378846404	0	0	0	0	0	0	0	0	0	0	0	2447922490	0	0	0	0	0	0	2528972580	824544	0	2694403181	0	2694403229	0	0	0	0	0	0	100452436	0	101631580	0	0	17271	0	0	0
2024-10-21	0	0	0	0	448999691	28693862	23257147	24113327	0	0	0	0	0	0	0	22754802	24391119	35573175	30833299	26399068	29438851	28250941	28249893	26399068	29436251	0	0	0	36935544	28552750	29285287	0	0	32496032	23361141	0	0	0	27802885	33980374	33977774	27800285	31426244	0	0	0	0	0	0	0	30777171	23031682	28067740	35661147	30954810	25380236	22707727	0	0	0	0	49090340	36087966	29527838	31020141	29527886	31020189	0	0	0	0	0	35767272	0	0	0	0	0	0	30512057	0	30667703
2024-10-28	0	0	0	0	63029863	7009356	10219248	9564168	0	0	0	0	0	0	0	8319516	119318740	10284756	0	12118980	0	8909088	0	7860960	6419784	0	0	0	8385024	0	10088232	0	0	0	6485292	0	0	0	4389036	0	0	8385024	0	0	0	0	0	0	0	0	0	0	0	0	7860960	8450532	8450532	0	0	0	0	5044116	7336896	0	10219248	0	0	0	0	0	0	0	2161764	0	5044116	8647056	0	0	9826200	7991976	0	0
2024-11-04	0	0	0	0	29882815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15066840
2024-11-11	0	0	0	0	0	0	0	9891708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12970584	0	0	0	0	0	0	0	0	0	0	0	0	0	10088232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	0	0	0	0	256291825	7709700	0	0	0	0	0	0	0	0	0	16275228	8057484	6342383	12838386	0	5319867	10427022	3284554	18462128	4127004	0	0	0	13245724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9629676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27313	11594916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	1852930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62953188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9891708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-09	0	0	0	0	1390567907	0	0	0	0	0	0	0	0	0	0	684576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-16	0	0	0	0	0	0	0	22316719	0	0	0	0	0	0	0	53251921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75935848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	0	0	0	0	34522716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20962560	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	1385083715	1381356902	1391648827	1392505007	0	0	0	0	0	0	0	2665166322	5912145359	2714684855	0	6186783068	0	5538517821	5538516773	6186783068	0	0	0	0	1541642104	1543745070	0	0	0	0	2555672181	0	0	0	1375223045	2710372268	1355183534	1375220445	1378846404	0	0	0	0	0	0	0	2563088211	2565828482	2518435740	2574396451	0	2442347916	2497347087	0	0	0	0	0	0	2708639518	0	0	0	0	0	0	0	0	2442249192	0	0	0	0	0	0	5823894457	5823896149	5939393463
2025-01-27	0	0	0	0	0	1381356902	1391648827	1397780261	0	0	0	0	0	0	0	2665166322	0	0	2662759059	0	6373323651	0	892329664	6186783068	1393732076	0	0	0	0	1543745070	1560206247	0	0	2507135392	0	0	0	0	1375223045	1355186134	2394111938	0	1378846404	0	0	0	0	0	0	0	0	0	2518435740	0	0	2442347916	2497347087	0	0	0	0	0	2527571842	0	0	2708639566	690610024	0	0	0	0	0	2442249192	2426929450	2386821460	0	0	0	5939393347	0	0	0
2025-02-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28626996	14608284	0	0	32033412	7860960	10874328	11332884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24696516	10612296	0	0	0	0	0	0	0	0	0	0	0	0	10808820	0	0
2025-02-17	0	0	0	0	1485679395	0	1391648827	0	0	0	0	0	0	0	0	2665166322	5912145359	2714684855	2662759059	6186783068	0	5538517821	0	6186783068	0	0	0	0	0	1543745070	0	0	0	0	2555672181	0	0	0	0	1355186134	0	1375220445	0	0	0	0	0	0	0	0	5126176422	0	2518435740	2574396451	0	2442347916	2497347087	0	0	0	0	0	5055143684	0	2694403181	2708639566	2694403229	0	0	0	0	0	2442249192	2426929450	0	4768689762	0	0	0	0	0	0
2025-03-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5240640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	409600	4127004	0	0	0	0	0	0	0	0	0	0	0	0	367651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-17	0	0	0	0	228119364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	0	0	0	0	2766633083	1381356902	1391648827	2785010014	0	0	0	0	0	0	0	2665166322	5912145359	2714684855	2662759059	6186783068	6373323651	5538517821	16615550319	6186783068	6373321051	0	0	0	1541642104	3087490140	0	0	0	2507135392	2555672181	0	0	0	1375223045	2710372268	1355183534	1375220445	1378846404	0	0	0	0	0	0	0	2563088211	2565828482	5036871480	2574396451	2447922490	2442347916	2497347087	0	0	0	0	2528972580	5055143684	2708639518	2694403181	0	2694403229	0	0	0	0	0	4884498384	2426929450	2386821460	2384344881	0	0	11878786694	11647788914	0	5939393463
2025-05-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2689344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-02	1285905022	821883476	834005554	1266716776	196524	4061496	4389036	0	2122248732	4730763866	2176903908	268300856	3887917908	3824612092	4345891650	8122992	16245984	16966572	8319516	12970584	11922456	16966572	8319516	8385024	20766036	478016056	457177344	771751936	9105612	4323528	15983952	2791329416	2308426902	16180476	8188500	419230292	562036736	860027052	12249996	19914432	8254008	8319516	8254008	2325551167	2332283754	993917240	0	1023406592	1976141541	1472285115	8385024	11463900	8385024	25417104	2882352	8188500	12512028	1519723998	1249668850	1631873175	1605324858	12643044	4061496	12381012	15721920	4258020	4127004	1455998267	1236531792	1677386892	1208784266	1023099263	8974596	12184488	4061496	8254008	2311125220	4714394112	7664436	8254008	4061496	8254008
2025-06-09	44942190	37811408	26004864	32195368	0	0	0	0	27769478	25817656	7930390	13700888	13107200	31650358	4127004	0	0	0	0	0	0	0	0	0	0	17669769	0	8026519	0	0	0	10156316	4389036	0	0	0	30484076	5306148	0	0	0	0	0	15611662	57089538	40238649	4343973816	92346907	4127004	24510464	0	0	0	4323528	17490636	0	0	4454544	3401744	43560189	6208404	0	0	0	0	0	0	31250443	29292828	29751384	12580524	0	0	0	0	0	5637950	6207276	0	0	0	0
2025-06-16	44215766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	694904	1330523	1966686	696672	0	0	0	0	1284456	1279178	39495	758813	1215363	1985995	46286	0	0	0	0	0	0	0	0	0	0	698985	673533	1321130	0	0	0	23143	1327092	0	0	1954577	1322168	2004638	0	0	0	0	0	705963	1329972	1285280	28960000	1329981	1943118	1334897	0	0	0	0	0	0	0	672922	1295333	705171	42475	0	0	0	0	0	0	1314568	705920	1967439	1974982	1292750	0	0	0	0	1266102	1302592	0	0	0	0
2025-06-30	413797708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	154525224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	1380434295	1378312497	1329081	1389858674	0	0	0	0	650343	5915102388	1327406	2658669867	639827	6374638653	6188558621	0	0	0	0	0	0	0	0	0	0	1537602131	1539285280	1556517658	0	0	0	2498001911	1993623	0	0	1352546347	1371512410	1374817987	0	0	0	0	0	2556344174	1969972	653298	7122340128	2567897510	2446717256	2443314785	0	0	0	0	0	0	0	2522752301	1335902	1943007	2689043381	0	0	0	0	0	0	663546	2419449634	2378532107	2376042400	1326324	0	0	0	0	5825025139	1930198	0	0	0	0
2025-07-21	1154461624	1379033472	1387653682	1388553492	0	0	0	0	1268641464	0	0	2657423128	0	0	0	0	0	0	0	0	0	0	0	0	0	1536925321	1537971747	0	0	0	0	2098586008	2141945016	0	0	1442080971	1370174740	1373503383	0	0	0	0	0	5121709951	2581147470	2539990359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1520435200	0	0	0	0	0	0	0	0	0	0	0	0	0	1178482481	0	0	0	0	0	0
2025-07-28	0	0	0	0	0	891289600	0	629145600	157286400	3449669610	0	0	0	0	4681361056	0	3584810800	0	0	20971520	0	0	3670016000	3303199068	0	0	0	0	681574400	1071885870	0	1449384516	0	1258291200	1664382581	0	793457940	0	0	0	0	379073245	943718400	0	0	1205862400	3672113152	0	0	0	0	0	0	1735535651	0	0	0	1164473844	0	0	0	0	0	2416752788	0	0	0	0	0	0	1205862400	0	0	0	0	0	3689275352	18407748	20372988	15263364	4373183861	0
2025-08-04	1379104313	1377633442	2513163364	0	0	0	0	0	2658411937	0	2708343314	0	3774873600	0	6187258406	1677721600	0	1508822455	0	0	0	0	0	0	0	1536925321	0	2742110758	0	0	0	2497960516	2548228194	0	0	0	0	1373503383	0	0	883324334	0	0	2556305187	0	2511172717	0	1046811283	2446038189	4201168078	1619369811	1359966082	0	0	0	0	1815772687	2522102522	4460475862	1810332995	4379294612	0	1374138242	0	1436111981	0	0	0	2418135067	2377195029	0	2016041051	0	0	0	0	5823104785	5937650582	0	0	0	0
2025-08-11	0	800916642	0	0	753400255	0	919789627	0	0	0	0	0	0	3700095286	0	0	0	0	985037459	0	0	3860796221	0	0	4456448000	0	629145600	0	0	0	996147200	0	1342365794	0	0	734003200	0	587071383	1101004800	1197899734	0	0	0	2136874787	1310720000	0	0	0	0	0	0	0	0	0	0	1708344716	0	0	0	0	0	0	0	0	0	0	1278825629	0	1415577600	1485905429	0	1072322651	1677721600	1258291200	1705247060	0	0	3892927382	3894670147	0	0	0
2025-08-18	1433744791	0	0	916694292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3932344668	3827302400	0	0	0	0	1848140189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1189631290	0	0	0	0	0	0	0	0	0	0	1712492366	0	0	0	0	0	0	0	0	0	0	0	0	0	3831600057	0	3670016000
2025-08-25	605158920	0	0	743896700	0	1066784102	0	0	631689660	0	569231864	0	2621440000	0	0	0	0	0	1258291200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1468006400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2149580800	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-01	0	996147200	0	0	0	0	0	0	0	0	1607338514	0	0	0	0	0	0	0	0	0	0	0	2883584000	0	2726297600	0	0	0	0	442740270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1252881517	0	0	0	0	0	0	1415577600	0	0	0	0	2312387322	0	0	0	0	629145600	0	0	0	1069110429	1438308419	0	0	0	0	0	0	0	0	0	3158924182	0	0	0	0
2025-09-08	1242789433	0	0	0	0	0	0	0	0	0	0	1150575064	0	0	0	0	0	0	0	0	0	0	0	3565158400	0	0	997955107	0	0	0	0	0	0	0	0	0	741029140	0	0	0	0	0	0	0	0	0	0	0	1677721600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2603781966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-22	74744628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-09-29	2798930	0	7399070	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-06	1371174320	0	14141028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-20	3182931904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14215236	14542776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-10-27	1056964608	635241634	1026017018	939524096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-03	10854128	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-10	0	0	0	0	0	0	0	0	150304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-11-17	1568333251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79882924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-12-08	0	0	0	0	0	0	0	0	1295263137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4127004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1329360482	0	0	0	0	0	0
2025-12-15	2776747390	1387459642	4446974694	2241217348	0	0	0	0	8329756	5994623246	2712404810	5332336892	4231861251	6391978786	5400166846	0	0	0	0	0	2102394880	0	0	0	0	1624782301	1780175331	1558748691	0	0	0	9826200	4051941884	0	0	2710704922	2750372204	1380316215	0	0	0	0	0	2568686199	2567164778	5699196	14162727260	5141240290	4910287602	4891651566	0	0	0	0	0	0	1244298767	5052590068	2575709658	2757701027	5424383456	1835008000	0	0	0	0	0	2346242427	2464311039	2387283261	2390853822	1936281975	0	0	0	0	11657214914	5937650582	0	0	3905945600	0
2025-12-22	43104264	0	0	0	0	0	0	0	10240	0	0	0	0	0	0	0	4701040079	0	0	2632110428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	889819263	0	838729623	0	0	0	0	0	1300234240	2029379890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1850736640	0	0	0	1651507200	0	0	0	0	0	0	0	0	0	0	0	0	0	3333681987	0	0	0
2025-12-29	0	0	0	0	921172415	0	0	0	0	3323985920	0	0	0	4035639606	0	1815819762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	973003687	0	0	0	0	0	0	0	0	0	859832320	0	786400964	0	0	0	4451205120	1604321280	0	0	0	0	0	0	0	1588592640	0	0	1342177280	0	0	0	0	1455591198	0	0	0	0	0	0	0	0	1518569424	0	0	0	0	0	0	3738173440	0	0
2026-01-05	0	0	0	0	0	0	1050861627	0	2658411937	0	0	0	0	0	0	0	0	1451150775	0	0	0	0	0	0	0	0	0	0	1059297144	0	0	0	0	0	0	0	0	0	887635205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1525820451	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1666711850	0	0	0	0	0	0	0	0
2026-01-12	0	0	0	1481664552	0	0	0	0	1341321196	0	0	0	0	0	0	0	0	0	0	5438938176	15732473387	0	0	0	0	10485760	0	0	0	0	0	0	5096456388	0	0	3363029602	0	1599915059	3595777846	0	2710367068	0	0	2566790947	3827731734	0	0	0	0	0	0	0	0	0	0	0	4984208414	3178423190	0	0	82245692	2528972580	0	0	3210151845	0	0	4858425478	0	0	0	0	0	0	0	4758204002	0	0	2683024688	11726961776	7017418840	0
