week_start	sub-255200/sub-255200_ses-20140910_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140910_behavior.nwb	sub-255200/sub-255200_ses-20140911_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140912_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140913_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140914_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140915_behavior+ecephys+ogen.nwb	sub-255200/sub-255200_ses-20140916_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141120_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141121_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141122_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141123_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141124_behavior+ecephys+ogen.nwb	sub-255201/sub-255201_ses-20141125_behavior+ecephys+ogen.nwb	sub-255203/sub-255203_ses-20141112_behavior+ecephys+ogen.nwb	sub-255203/sub-255203_ses-20141113_behavior+ecephys+ogen.nwb	sub-255203/sub-255203_ses-20141114_behavior+ecephys+ogen.nwb	sub-255203/sub-255203_ses-20141115_behavior+ecephys+ogen.nwb	sub-255203/sub-255203_ses-20141116_behavior+ecephys+ogen.nwb	sub-257636/sub-257636_ses-20150330_behavior+ecephys+ogen.nwb	sub-257636/sub-257636_ses-20150331_behavior+ecephys+ogen.nwb	sub-257636/sub-257636_ses-20150401_behavior+ecephys+ogen.nwb	sub-257636/sub-257636_ses-20150403_behavior+ecephys+ogen.nwb	sub-257636/sub-257636_ses-20150404_behavior+ecephys+ogen.nwb	sub-257637/sub-257637_ses-20141222_behavior+ecephys+ogen.nwb	sub-257637/sub-257637_ses-20141223_behavior+ecephys+ogen.nwb	sub-257637/sub-257637_ses-20141224_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141120_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141121_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141122_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141123_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141124_behavior+ecephys+ogen.nwb	sub-257772/sub-257772_ses-20141125_behavior+ecephys+ogen.nwb	sub-258250/sub-258250_ses-20141201_behavior+ecephys+ogen.nwb	sub-258250/sub-258250_ses-20141202_behavior+ecephys+ogen.nwb	sub-258250/sub-258250_ses-20141203_behavior+ecephys+ogen.nwb	sub-258250/sub-258250_ses-20141205_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150121_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150122_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150123_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150124_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150125_behavior+ecephys+ogen.nwb	sub-263808/sub-263808_ses-20150126_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150121_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150122_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150123_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150124_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150125_behavior+ecephys+ogen.nwb	sub-263810/sub-263810_ses-20150126_behavior+ecephys+ogen.nwb	sub-264411/sub-264411_ses-20141222_behavior+ecephys+ogen.nwb	sub-264411/sub-264411_ses-20141223_behavior+ecephys+ogen.nwb	sub-264411/sub-264411_ses-20141224_behavior+ecephys+ogen.nwb	sub-270337/sub-270337_ses-20150303_behavior+ecephys+ogen.nwb	sub-270337/sub-270337_ses-20150304_behavior+ecephys+ogen.nwb	sub-270337/sub-270337_ses-20150306_behavior+ecephys+ogen.nwb	sub-270340/sub-270340_ses-20150618_behavior+ecephys+ogen.nwb	sub-270340/sub-270340_ses-20150619_behavior+ecephys+ogen.nwb	sub-270340/sub-270340_ses-20150620_behavior+ecephys+ogen.nwb	sub-270340/sub-270340_ses-20150621_behavior+ecephys+ogen.nwb	sub-270340/sub-270340_ses-20150623_behavior+ecephys+ogen.nwb	sub-273657/sub-273657_ses-20150321_behavior+ecephys+ogen.nwb	sub-273657/sub-273657_ses-20150322_behavior+ecephys+ogen.nwb	sub-273657/sub-273657_ses-20150323_behavior+ecephys+ogen.nwb	sub-273657/sub-273657_ses-20150325_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150528_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150530_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150531_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150601_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150602_behavior+ecephys+ogen.nwb	sub-278733/sub-278733_ses-20150603_behavior+ecephys+ogen.nwb	sub-291063/sub-291063_ses-20150902_behavior+ecephys+ogen.nwb	sub-291063/sub-291063_ses-20150904_behavior+ecephys+ogen.nwb	sub-291063/sub-291063_ses-20150906_behavior+ecephys+ogen.nwb	sub-291063/sub-291063_ses-20150907_behavior+ecephys+ogen.nwb	sub-291064/sub-291064_ses-20150906_behavior+ecephys+ogen.nwb	sub-291064/sub-291064_ses-20150907_behavior+ecephys+ogen.nwb	sub-291064/sub-291064_ses-20150908_behavior+ecephys+ogen.nwb	sub-291064/sub-291064_ses-20150909_behavior+ecephys+ogen.nwb	sub-297634/sub-297634_ses-20150907_behavior+ecephys+ogen.nwb	sub-297634/sub-297634_ses-20150908_behavior+ecephys+ogen.nwb	sub-297634/sub-297634_ses-20150909_behavior+ecephys+ogen.nwb	sub-297634/sub-297634_ses-20150910_behavior+ecephys+ogen.nwb	sub-297634/sub-297634_ses-20150911_behavior+ecephys+ogen.nwb	sub-298738/sub-298738_ses-20150724_behavior+ecephys+ogen.nwb	sub-298738/sub-298738_ses-20150725_behavior+ecephys+ogen.nwb	sub-298738/sub-298738_ses-20150727_behavior+ecephys+ogen.nwb	sub-298738/sub-298738_ses-20150728_behavior+ecephys+ogen.nwb	sub-298738/sub-298738_ses-20150729_behavior+ecephys+ogen.nwb	sub-298740/sub-298740_ses-20150723_behavior+ecephys+ogen.nwb	sub-298740/sub-298740_ses-20150724_behavior+ecephys+ogen.nwb	sub-298740/sub-298740_ses-20150726_behavior+ecephys+ogen.nwb	sub-298740/sub-298740_ses-20150729_behavior+ecephys+ogen.nwb
2023-01-02	83019543	0	35769258	51497526	79502196	155322597	0	51894827	96723185	36732005	122837005	189201888	120812379	106345965	134584316	145630749	101832330	167697193	207550127	79434894	108736007	133622507	79934031	134883423	0	89855918	84513147	168362709	80631322	188104592	77114030	123600605	15561889	118291485	164347218	124032440	143941640	182130894	141617024	120415133	132990697	103193206	189131827	95329651	83682190	184290014	203102801	79933148	167265358	120547861	88694079	142680724	0	97952326	114974223	38922017	82255888	66693944	66163970	26910133	60854850	102663232	117794224	192352881	15794632	48478433	36732005	173636302	69714913	37262917	101102326	72633991	38091998	82952296	94500460	77014015	98250495	54384829	107209635	88958597	51397566	67922147	54251218	103127780	85705878	23525569	56607554	103393236	135048864	28470156	40348374	40712907
2023-01-09	0	7582384	23193749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-01-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234183248	0	0	0	0	0
2023-01-23	228487504	148560	271133824	268319000	579186234	564127838	382327504	0	0	0	0	0	0	302646568	0	0	432310936	0	0	0	0	313262408	0	395867048	401595960	315176528	432147848	0	535670008	511317732	0	452322600	424051600	0	340860088	407996072	403054600	0	0	0	423591892	360752776	0	0	484090878	0	0	0	0	0	389175272	0	0	422235968	488091688	0	260960768	0	0	286990184	0	488141588	0	439878696	0	291329880	0	237080800	0	233199312	0	0	0	0	0	89882232	0	168488336	0	268548720	254225552	0	0	287954560	0	220758920	202030952	171561152	0	0	295833864	233300280
2023-01-30	23824676	0	43567497	78704890	103026827	116962384	78771433	139328873	113712369	73196733	68950320	96587698	109863257	65533043	65930289	128741470	110525021	84944982	113409675	65497516	117559605	77577640	99873185	91048594	122802416	26378283	77177635	168958054	87100405	107205993	149577062	113777795	58098454	167430744	121277865	134151543	69380279	130833343	56540252	75186715	113514215	73827605	38755638	96888626	94599537	95227650	160990732	65631182	79435832	37362932	50866599	92010403	63310318	150241640	46718380	24354650	57436635	71373075	55045655	74060348	102562334	38257439	89705354	129106941	74026697	47547516	51730269	55975689	116531432	70642188	56142068	38091998	67556676	6370944	95827740	62213905	27939244	161990772	32020161	45921074	88657669	67356646	93104002	119019668	91613157	60554860	41808382	47712902	105615961	51794757	74591315	73131252
2023-02-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15728640	50119212	51574220	50496830	51905008	54804706	48388072	52329620	51211450	49991488	52932648	13860552	14545408	13944752	11863392	14360424	48168728	52982548	52876520	51905576	13083824	13457240	11744552	11636960	6057080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109051904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-02-20	0	0	0	0	0	0	0	0	0	0	0	145739672	0	0	0	0	0	0	0	0	0	142606336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178393352	0
2023-03-06	125276441	0	0	0	0	0	0	0	0	0	0	0	444954688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-03-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31242936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-03	121011471	0	0	0	0	0	0	0	0	0	0	102096903	0	0	0	0	0	0	0	0	0	16424621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106114160	0	0	23326477	0	0	124230594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16756441	0	0	0	0	0	0	0	9821872	0	0	137900695	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-04-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	262072568	0	0	0	0	0	313262408	0	0	0	206254622	0	0	0	0	0	0	424051600	449865464	0	0	0	0	0	0	0	0	408413856	106841460	0	0	0	517113150	0	0	0	0	1088084340	141681512	0	0	0	0	0	0	0	0	0	0	254256304	0	0	0	140057056	0	0	0	0	0	220335016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310261848	295833864	25881022
2023-04-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	147226189	0	0	0	0	0	0	0	0	0	0	86768585	0	58563885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132159740	0	0	0	0	0	0	0	0	0	0	0	0	0	116862314	0	0	47150215	0	0	0	0	0	0	0	0	0	14699157	10451861	0	0	0	0	0	0	0	0	0	0
2023-04-24	0	0	0	0	0	0	0	0	128210558	0	0	0	444954688	0	0	0	0	169324463	0	0	0	0	0	0	123831472	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99875944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72267637	0	128209730	0	0	0	0	0	0	0	0	0	0	0	59659360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86602206	0	0	0	0	0	0
2023-05-01	0	0	0	0	0	0	150177042	0	0	0	0	0	0	0	0	0	0	0	124625964	0	0	132095197	0	18116434	0	0	151140727	0	0	0	0	0	0	159335329	0	0	0	98746873	0	0	0	0	0	0	0	0	0	0	0	136140642	0	0	0	0	0	0	39220186	0	0	0	0	0	0	0	99675031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80297626	0	0	0	41111091	0	0	0	39617432	0
2023-05-08	0	0	0	0	116863307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136140642	0	0	0	0	0	0	0	146559845	0	0	184950895	0	0	0	0	0	0	0	0	0	0	0	0	0	84576752	0	0	0	0	0	0	0	0	0	0	0	129440637	71204875	0	0	0	0	0	0	0	0	57401163	0	0	162618885	89882232	0	85971334	0	26842831	0	0	0	41905638	0	0	10087328	0	0	0	51796633	86934026
2023-05-15	0	0	45192946	0	0	0	0	0	0	0	0	0	76248484	0	110429696	0	0	128177845	204993706	47215696	0	0	0	0	0	0	6403657	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146028933	0	0	0	0	0	0	0	0	0	150840682	0	112880529	0	0	0	0	0	84346768	0	0	0	0	71140332	0	0	0	0	0	0	0	46221119	0	0	0	0	0	146491605	0	0	0	0	0	47681182	0	0	0	0	0	0	0
2023-05-22	0	596320	0	0	0	0	50434764	0	0	0	92407704	0	0	84246753	0	0	0	0	195104587	0	0	0	0	0	0	0	0	65499392	140488836	0	0	0	79137663	60887563	0	0	0	54981167	0	0	0	0	0	0	0	0	0	114142383	77246758	0	64436630	0	0	0	0	0	0	0	86768585	0	0	0	97652336	0	0	0	0	0	0	0	0	0	0	0	90451318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70143934	0	0
2023-05-29	0	389240	0	0	0	75221249	0	0	0	0	0	0	0	0	0	112614190	0	0	0	0	0	11513685	0	0	0	0	0	0	0	0	85706761	0	0	0	0	0	0	0	0	0	0	0	0	6403657	0	0	0	0	96720426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28767387	0	0	0	0	0	75286785	0	73131252	0	0	0	93072282	0	0	0	0	66263047	0	101300425	0	0	0	0	117559660	0	0
2023-06-05	6370944	477056	0	0	129936960	0	0	122107884	0	0	0	0	0	0	77610408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13770061	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24421952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56939374	6403657	0	0	0	0
2023-06-12	0	389240	0	0	0	0	0	0	85210438	170682635	0	0	0	0	0	0	0	0	100107749	0	137900695	0	0	0	0	0	0	0	0	0	0	0	0	0	238703859	0	0	0	148351563	19245560	0	0	0	0	0	0	77578578	0	0	104387758	0	0	0	0	0	0	0	0	0	0	0	0	0	41941110	50102944	0	0	0	0	0	0	0	86237673	0	0	0	0	0	0	0	0	0	0	0	0	93935014	0	0	0	0	0	0
2023-06-19	0	1841168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-06-26	0	2910384	0	11115501	213222842	31157429	0	0	0	0	0	0	0	62945785	192585514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31687403	0	0	0	0	0	0	153861706	0	0	73760358	0	128280674	0	0	0	0	138328778	0	100472282	0	0	0	0	0	0	41707429	106608662	0	0	0	0	0	0	48079311	0	0
2023-07-03	0	389240	0	0	0	0	57833881	0	78043126	0	0	0	0	0	0	0	0	0	0	0	80827655	0	56207549	0	0	144305235	94266834	0	0	0	0	0	0	151007061	0	0	89821329	0	0	0	0	0	0	0	0	0	0	0	0	0	164709930	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48578448	0	0	0	0	0	0	150939759	0	67025764	0	81558542	0
2023-07-10	228487504	657064	390139336	0	459593496	570369872	399913964	0	218846688	0	0	0	0	0	0	0	0	0	0	0	0	0	160468152	0	0	0	0	0	0	0	0	0	0	0	8560128	0	0	0	0	0	0	0	0	0	0	0	0	0	101736012	0	0	0	0	0	0	0	0	0	0	92312324	0	120516196	0	76384964	165843636	0	0	0	0	178916516	39154760	0	0	0	0	0	58997596	0	0	0	94767792	0	0	0	0	0	0	0	0	0	0	0
2023-07-17	0	801248	0	0	0	0	106212354	0	0	0	0	0	90019538	0	0	148618950	144336182	0	0	0	0	0	0	0	188202731	0	0	99677900	0	125825316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198720956	0	10584589	99147816	0	0	0	0	0	73265028	0	134652556	0	0	0	0	0	0	0	0	0	0	45856586	0	120049662	0	0	0	0	0	0	0	72865796	0	0	0	0	0	0	0	0	0	0
2023-07-24	0	420688	25383761	61617567	0	0	0	0	0	0	0	0	0	0	0	0	119749672	0	0	0	147357041	0	0	0	111157824	0	0	0	0	0	0	70940302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103226857	0	0	0	123234196	0	0	0	0	43300165	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	57238481	179764464	0	0	0	0	0	0	0	124794219	0	0	0	0	0	0	0	0
2023-07-31	228487504	445608	0	0	12243689	6370944	0	0	110591385	0	0	0	0	0	0	0	19643744	0	0	0	6304580	0	0	0	0	0	0	0	0	0	10087328	0	0	0	0	20273733	0	8295500	11945520	0	0	10419148	0	6503672	18382828	0	9091868	0	8693684	0	0	0	6769128	0	0	0	0	17220989	0	6370944	12011884	0	0	0	0	0	0	0	0	2190012	0	0	0	0	0	89882232	0	597276	0	0	0	0	9987313	0	0	0	6370944	0	0	0	0	0
2023-08-07	0	238528	0	13140072	0	0	0	0	0	6370944	0	0	0	0	0	0	72668580	0	0	0	0	0	0	0	6304580	0	118725196	0	0	0	101736012	0	0	126357056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13737348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	749114884	0	0	269646696	0	0	0	0	0	68819468	0	0	0	0	0	38424756	0	0	82025904	0
2023-08-14	0	389240	0	31390172	0	0	0	67823180	98882360	0	128347976	0	0	142350780	0	161861796	0	0	0	128878888	0	0	0	0	0	0	161264520	0	0	0	0	0	0	0	0	0	137439844	0	0	0	0	0	0	0	0	0	0	95232340	0	0	0	0	0	0	0	0	11812792	95297876	0	0	0	0	0	0	0	0	0	0	0	0	28071972	0	492950952	0	0	269646696	0	0	0	0	72734944	0	121709920	0	0	0	0	0	0	0	0	0
2023-08-21	0	357792	0	0	0	0	0	0	0	0	0	0	0	0	113482440	0	0	0	0	0	0	118857924	0	0	0	0	0	0	0	0	0	0	0	87467752	0	0	0	106116036	0	0	0	60656696	0	174072772	0	0	0	0	0	0	0	112818800	0	0	0	0	0	0	0	0	0	0	117530644	0	0	0	29795780	0	0	15927360	0	0	1643169840	0	0	898822320	0	0	0	0	0	0	31058352	0	34376552	0	0	0	0	0	111159700	0
2023-08-28	0	564872	0	0	0	0	0	0	0	0	0	159937240	0	0	0	0	56011216	0	0	0	0	0	0	0	0	0	0	87799572	0	0	142682600	0	0	0	0	0	0	0	0	97488716	0	0	0	0	117397916	0	0	0	0	0	0	0	184956468	0	0	63643076	35504740	0	0	0	0	0	0	0	0	0	0	71142208	0	0	0	0	657267936	0	0	449411160	0	0	0	63576712	76451328	0	0	70677660	0	0	0	87930644	0	0	0	0
2023-09-04	0	420688	271133824	268319000	0	564127838	0	528411044	0	0	470926600	0	0	83617812	0	0	432310936	0	82488796	341223884	0	0	500480952	395867048	0	0	0	0	648289716	645638468	0	0	0	0	463964480	407996072	0	0	79570436	0	531101572	360752776	157216316	0	484090878	0	108437948	517113150	0	0	0	555646100	544042170	0	177523700	0	0	0	0	0	573118260	0	0	0	254256304	64704900	237188392	0	0	233199312	85941380	240992712	0	228386896	137106368	0	0	0	0	0	254225552	0	237361560	0	250764032	46918520	0	0	210608400	310261848	0	0
2023-09-11	0	501976	0	0	0	0	140094404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59196688	0	0	0	0	0	101071544	64637708	0	0	146863532	0	0	0	0	0	0	0	0	0	118725196	0	0	0	106977940	0	0	0	110960608	0	0	0	67027640	0	0	0	102930564	0	0	0	0	0	0	0	0	0	0	0	42472960	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80831352
2023-09-18	124830684	269976	0	0	90454132	0	0	0	0	0	0	0	0	0	0	45923888	0	0	0	0	81561356	0	0	0	0	0	185088368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10950060	0	0	0	0	0	0	0	0	0	0	108902496	0	0	0	0	8428228	0	0	0	56807584	0	0	73796768	0	0	0	0	0	0	29067432	0	0	0	0	0	0	0	49905728	0	0	79835892	0	0
2023-09-25	18781012	539952	51631192	27142876	40216584	149451728	88463212	73464948	130669888	52095740	193451060	164117344	142881692	0	0	0	0	0	0	0	0	0	0	124762664	0	0	0	0	0	0	0	0	0	0	0	0	117663372	0	0	0	0	0	0	0	0	0	0	153100920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	591634220	0	0	89882232	100806916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-02	0	119264	9025504	0	57367668	0	0	0	0	0	0	0	0	0	85145012	125228868	0	0	0	0	0	0	0	0	121711576	0	0	0	0	0	112287888	0	0	0	138965388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100276004	0	48047536	0	0	102000640	0	0	65235812	0	0	0	0	0	0	0	0	0	0	87665188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-09	0	31448	0	0	0	0	0	0	125427960	167237280	0	0	0	0	0	0	0	0	0	170354732	73199492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135648016	0	0	0	0	0	72533368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61253972	0	0	0	0	0	0	110031512	0	0	0	0	0	0	0	8229136	0	0	25284684	0	0	0	0	0	0	0	86538656	0
2023-10-16	0	0	0	0	0	0	0	0	0	0	0	330289048	0	97886072	0	0	0	0	0	0	0	179044680	0	0	0	0	0	0	0	30261984	0	0	0	0	0	0	0	116600720	0	0	0	0	192937984	0	0	0	108040592	87733208	0	0	0	21236480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91051408	0	0	0	135043888	0	0	0	0	0	73862304	74725864	0	0	0	0	0	0	0	0	0	0	18382828	0	0	60789424
2023-10-23	0	148560	0	268319000	0	0	382327504	528411044	0	0	470926600	330289048	0	0	129048232	0	432310936	442015608	0	0	389237664	313262408	0	0	401595960	315176528	432147848	519877590	535670008	511317732	503576604	0	424051600	0	340860088	0	0	465333968	0	454352922	0	360752776	551020192	0	484090878	0	0	517113150	0	0	389175272	0	9158232	844471936	0	218332872	260960768	0	216335712	0	483327768	682681896	0	0	254256304	291329880	237188392	0	283929720	0	0	0	164316984	0	75497472	179764464	323463768	168488336	275347648	268548720	254225552	0	237361560	0	121976204	0	0	284402048	210608400	0	0	0
2023-10-30	0	0	0	10153692	344305210	0	218103808	0	0	0	0	0	0	0	0	14998264	131267992	0	0	0	0	0	0	0	0	155792976	0	0	0	0	73730404	0	0	0	98550540	0	0	0	132595272	0	129990612	0	0	0	0	87733208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	323944216	0	0	0	0	115141540	100275176	0	0	0	0	0	328633968	0	0	269646696	247966296	0	0	0	0	0	0	0	0	61375368	0	0	0	0	104058752	0
2023-11-06	0	94344	0	0	0	191856668	0	0	0	0	0	0	0	0	0	0	0	13803712	0	0	0	0	0	0	123038856	139164480	0	0	0	16524636	0	81693256	144606328	40747496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133723460	0	0	0	0	271241024	141554412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108039764	0	0	0	88728668	0	0	0	0	0	0	0	0	0	0
2023-11-13	0	62896	0	0	0	0	0	0	0	0	0	0	107443316	0	0	0	0	11082788	0	0	85675924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17984644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19577380	0	0	0	0	61319508	0	0	89882232	0	0	0	0	0	0	0	10087328	40944932	0	0	0	132262624	13206436	0	0
2023-11-20	0	594240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	228487504	148560	271133824	268319000	579186234	1128255676	382327504	1056822088	504411680	363594832	470926600	660578096	444954688	302646568	271654568	262072568	432310936	442015608	429701816	341223884	389237664	313262408	398945688	791734096	401595960	315176528	432147848	519877590	1071340016	511317732	503576604	904645200	424051600	449865464	340860088	407996072	403054600	465333968	375469000	454352922	847183784	360752776	408413856	948971748	484090878	317506092	512947660	517113150	413663728	495206626	389175272	555646100	1088084340	422235968	488091688	218332872	260960768	0	0	286990184	483327768	0	0	439878696	254256304	0	237188392	0	0	0	0	240992712	0	228386896	220335016	89882232	323463768	0	0	268548720	254225552	0	237361560	287954560	501528064	0	202030952	171561152	421216800	310261848	0	233300280
2023-12-04	13529424	31448	28465408	16660760	28683834	29354078	31054544	73044020	32552480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5242880	51905008	54804706	48388072	52329620	51211450	49991488	52932648	13860552	14545408	13944752	11863392	14360424	48168728	52982548	52876520	51905576	13083824	13457240	11744552	11636960	11299960	0	5242880	0	0	0	0	0	0	11201936	13203648	11647600	13053072	11497224	11917720	15324800	14834432	16286600	13287272	14274752	16621840	11417688	12718344	13099320
