week_start	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3324um-1000um-20160217-160217-103121_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3324um-1144um-20160219-160219-130435_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3396um-1180um-20160220-160220-141839_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3396um-1180um-20160221-160221-135947_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3468um-1216um-20160222-160222-120902_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3468um-1216um-20160223-160223-121321_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3468um-1216um-20160225-160225-130701_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3468um-1252um-20160226-160226-124132_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3540um-1288um-20160227-160227-121226_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3540um-1288um-20160228-160228-135001_behavior+ecephys.nwb	sub-DT2/sub-DT2_ses-DT2-rPPC-rCCG-3612um-1360um-20160304-160304-150220_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161011-972um-1224um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161014-1296um-1476um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161015-1368um-1476um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161016-1368um-1476um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161018-1552um-2304um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161019-1624um-2340um-161019-095311_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161020-1768um-2376um-161020-102642_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161021-1840um-2412um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161023-1872um-2448um-161023-123504_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161025-1944um-2232um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161026-1944um-2232um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161027-1944um-2232um-161027-194125_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161030-2052um-2232um-161030-111142_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161031-2088um-2232um-161031-104001_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161101-2088um-2232um-merge_behavior+ecephys.nwb	sub-DT5/sub-DT5_ses-20161104-2124um-2232um-merge_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170315-288um-0um-170315-191240_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170317-288um-0um-merge_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170318-288um-0um-170318-115923_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170320-432um-0um-merge_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170321-216um-0um-170321-120259_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170324-576um-144um-170324-123932_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170325-576um-360um-170325-125511_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170401-864um-936um-merge_behavior+ecephys.nwb	sub-DT7/sub-DT7_ses-20170412-1440um-1170um-170412-103153_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170125-0um-0um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170128-0um-72um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170201-72um-432um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170202-72um-576um-170202-092033_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170206-72um-1872um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170207-144um-1944um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170211-144um-1944um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170214-216um-1944um-170214-102804_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170215-216um-1944um-170215-140739_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170216-216um-1944um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170217-216um-1944um-merge_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170218-216um-1944um-170218-114724_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170221-324um-1944um-170221-101929_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170224-324um-2088um-170224-101710_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170305-468um-2088um-170305-135233_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170306-468um-2088um-170306-113628_behavior+ecephys.nwb	sub-DT8/sub-DT8_ses-20170308-612um-2088um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170429-0um-0um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170430-0um-0um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170501-216um-0um-170501-112210_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170502-288um-0um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170504-396um-0um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170505-396um-0um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170506-468um-36um-170506-111835_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170507-468um-36um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170509-468um-36um-170509-103451_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170518-828um-864um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170519-864um-900um-merge_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170521-900um-936um-170521-125602_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170522-900um-936um-170522-151132_behavior+ecephys.nwb	sub-DT9/sub-DT9_ses-20170525-900um-936um-170525-150124_behavior+ecephys.nwb
2023-07-24	0	0	524288000	0	0	0	0	0	0	0	0	0	0	0	826172507	11547336	0	0	0	163382540	0	0	0	0	0	127714290	36300170	0	0	144735249	0	0	0	132356901	0	193442673	0	0	0	0	191918177	0	127911451	0	46186530	101302301	0	0	0	305397748	0	0	0	78740417	0	0	0	0	0	0	0	0	141384336	0	0	0	153376251
2023-07-31	5441848	0	0	6470021	8892776	8826412	6403657	0	0	0	0	0	0	0	10650953	0	0	0	0	0	6370944	0	16490985	0	0	0	17719188	0	14600080	0	105448644	0	10020964	0	4446388	0	0	0	0	12874616	6370944	0	0	6370944	0	0	0	2190012	0	0	0	10153692	0	0	0	15993724	0	17884629	0	6370944	0	10220056	29663770	15230069	0	6437308	1179096
2023-08-07	0	0	0	0	0	533048048	0	0	11547336	0	10684604	0	0	0	10286420	0	0	0	9954600	0	0	0	0	0	209642220	102333288	0	235656908	0	231675896	0	0	0	136974468	0	0	252580556	0	0	0	0	0	0	0	0	0	0	0	0	0	157149952	0	0	0	10485512	0	0	212165708	0	0	0	0	0	0	0	6370944	1069800
2023-08-14	0	0	0	0	0	0	0	0	0	6304580	0	417624512	278662436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189269300	189203764	0	262801440	0	240038588	0	0	0	0	0	251585096	0	0	0	0	0	0	148257176	0	0	0	0	0	84282280	0	0	153698196	0	138236212	0	0	0	0	0	50901188	0	1460744
2023-08-21	0	0	0	0	0	0	0	0	0	0	0	0	0	194974948	0	0	0	211765868	0	0	0	0	0	0	218734916	249395912	0	0	0	0	0	15197356	46388436	229485884	30593804	0	0	0	0	195374788	0	0	0	0	0	0	0	0	0	0	89724128	0	0	0	0	0	0	164184536	249261528	0	0	0	0	0	0	0	1462488
2023-08-28	0	0	0	0	0	0	0	0	414187520	0	0	0	0	0	826172507	179182800	0	0	0	0	305140844	0	0	218800452	0	0	0	2240853963	0	0	0	0	0	0	0	0	0	0	235193188	0	0	274546212	123303484	0	111823340	0	0	0	0	0	0	0	144009880	260410680	278596072	0	0	0	0	0	0	0	174469300	0	0	0	211577372
2023-09-04	21103876	0	0	0	0	0	0	0	0	0	0	0	0	0	142416316	0	0	0	136510748	0	0	0	0	0	0	0	186416476	0	125692588	0	100740552	0	0	0	0	241962316	176991132	0	0	0	0	0	0	0	0	164581892	169560020	0	186614740	0	0	0	0	0	0	0	0	0	0	156021764	0	0	0	0	219863932	35305648	1309560
2023-09-11	0	0	0	0	0	0	0	0	0	0	61386700	0	0	0	0	0	57338496	0	0	237914940	0	89458672	217208544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110230604	0	0	0	0	0	133391640	0	0	0	0	0	130803444	0	139961676	0	0	0	0	0	0	0	0	235060460	0	0	0	0	0	1319248
2023-09-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159404672	0	0	0	0	43269328	83684176	0	116800640	0	0	0	0	0	0	229884896	0	0	240503136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221721296	0	0	0	281250632	0	108106956	0	0	0	0	132727172	0	131134436	995416
2023-09-25	0	0	0	0	0	0	0	0	0	11082788	0	0	0	0	826172507	0	0	0	0	0	0	11480972	0	0	238910400	0	0	0	160334596	0	0	0	0	9556416	131930804	0	0	44264788	0	18847376	0	0	0	0	0	0	0	0	0	0	0	0	160534516	0	0	0	0	0	76184216	0	0	0	0	0	0	0	1695048
2023-10-02	0	0	0	0	0	0	0	0	0	0	24820136	0	164715448	0	0	145070876	0	128480704	0	0	0	190862036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173938388	0	0	140890772	0	0	116137000	0	0	0	231278540	0	132197088	0	59594872	0	0	0	0	0	0	0	0	0	0	0	0	188472932	0	0	203024
2023-10-09	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	0	0	133922552	0	0	0	67624916	0	0	0	0	0	39419388	73265028	0	0	0	0	0	0	178519160	0	0	0	0	0	0	0	177059152	0	269370648	0	0	0	0	0	0	193052876	0	0	0	181636612	0	0	0	0	0	0	0	154693656	0	16129852
2023-10-16	0	0	0	0	0	0	9954600	0	0	0	227826784	0	0	0	0	0	2860515328	0	0	0	27275604	0	0	0	0	0	132395352	0	0	0	0	0	62581252	0	17121912	0	0	0	0	0	0	169029108	0	0	0	0	0	8030044	0	0	0	153831752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-10-23	138924449692	0	72969538100	0	83257627040	48623036873	0	0	90383737942	122150015358	13145580454	8279002951	0	0	1773392950	8129272178	0	6956160066	7622820454	1241582330	0	0	0	0	8316405002	6058283724	6405013348	746951321	0	9555229290	9957042647	0	3424945847	0	5296653605	0	5564959181	4967581984	0	0	7946910830	7008855151	0	0	0	5383593893	5191170654	0	4849207414	7514087948	4067465976	7083684403	7179385840	0	0	0	8993835662	8991611364	0	6775314097	8425215454	0	0	0	4529178808	1873774719	98560
2023-10-30	0	0	0	0	0	0	0	0	42404413440	0	35969288	68023100	7764588	0	826172507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2086941844	0	0	4418932169	0	0	191923860	113946988	4297866350	0	0	0	0	150049004	0	1924259468	0	0	0	0	0	0	0	0	3699376128	0	0	0	63709440	0	0	126223500	0	0	249744
2023-11-06	0	0	0	0	0	0	0	0	0	10419148	0	0	0	0	0	0	0	0	0	106182400	0	0	0	0	0	0	0	129807984	0	128810040	0	0	0	0	0	0	0	0	0	0	106912404	0	0	0	0	0	0	0	0	0	0	0	0	187146480	0	125829120	141818212	0	0	0	0	0	0	0	0	247604084	585760
2023-11-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826172507	0	0	46919348	0	0	60590332	0	0	6370944	0	0	0	0	207186752	0	0	0	0	0	0	0	0	16989184	197495952	0	0	0	0	14135532	0	0	0	0	0	0	0	29465616	0	0	0	0	0	0	0	0	0	0	0	0	17121912	0	249209231
2023-11-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160829692	3424945847	149547812	5296653605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7159816
2023-11-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	47656
2023-12-04	30072732	27763632	0	23635275	0	0	0	19746435	0	0	0	37195591	32244816	34815745	24011867	29022578	39177102	35558466	41615974	0	44148342	44946932	0	42063858	43140362	39457484	40157028	33919641	32813758	39402090	37513687	0	27559607	5242880	27559205	32570257	0	0	0	0	0	35824751	0	0	0	0	0	0	0	0	0	0	0	27919	0	0	0	42015204	0	0	41850334	0	0	0	0	0	0
2023-12-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826172507	0	0	0	0	0	0	0	0	0	0	0	0	746951321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148736
2024-01-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	826172507	0	0	0	0	0	0	0	0	0	0	0	0	1493902642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-15	0	524288000	0	0	0	0	11945520	0	0	9954600	186549204	154959940	219928640	168496540	221124848	150248096	156618212	176659312	134850820	47715716	34708372	149385364	138236212	204998396	29996528	158742688	146463692	198890424	154494564	134320736	65302176	81163172	144739884	32319268	200220188	24421952	153299184	190197568	185819200	40349312	111557884	110429696	6370944	177324608	12675524	115670796	152438108	158742688	200949364	122109760	181372812	24355588	100607824	25881960	153897288	0	137703644	137638108	229485884	11149152	0	0	0	10086500	0	9158232	26877420
2024-01-22	3880036	7580324	6370944	973763	2102080	1264073	6872539	1171075	4648070	1599679	1950630	10453502	7631860	10584390	839439622	0	132728	7841626	2110054	4313660	2190012	2157544	12047364	1882098	6304580	10573304	17348880	755844097	1254078	1104490	12741888	2190012	0	4446388	4657297	0	5733974	8653556	8176686	6058865	15769706	6238216	8151649	3727128	8840930	11946821	1743454	4014088	8243616	1951876	9542636	7698224	8233584	6370944	2190012	18515556	4114568	8859056	7267440	12479537	2149308	11186470	5234929	6549750	11824608	4313660	2190012
2024-02-19	0	0	0	0	0	0	0	0	85490794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	0	0	0	0	0	0	0	0	0	0	0	0	201413912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227893976	0	144739884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288484308	0	0	0	39994616
2024-03-11	26386436	33546993	27023873	3235847	0	1673673	12096383	22298944	18962604	20971662	152484327	111889704	6503672	10062013	160902868	14666444	132728	16765472	38083893	0	215882092	36701495	10551876	0	33204527	28171983	49146030	0	120251568	13054296	8295500	0	114014164	14932196	234435528	5110028	5141996	15469724	24968316	224627977	225971246	16473983	99280544	103328748	6238216	17366181	6214036	4998476	13900162	5976500	17885896	140492588	14400792	21634664	6636400	13273096	5430906	10485808	3975992	19046764	6370944	10750968	16657660	15897583	10120188	30063143	19148216
2024-03-18	0	0	0	0	0	0	0	0	64644182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148588996	0	0	0	97780724	0	0	0	0	0	0	0	0	0	0	0	191393776	0	0	0	0	0	12410068	0	0	0	0	0	0	0	0	0	196039256	0
2024-03-25	3844596	5441848	1141300	0	5753428	4446388	8247271	10865927	4189230	5587227	60190492	4446388	15441696	0	3286107	6370944	11674126	10105842	9614894	8030044	7424442	8879396	19872396	6942886	8612746	16982760	7565496	15642751	6934974	0	645239253	15986484	6222822	15136552	6037737	40545281	10034774	4151584	12805925	4064369	6105488	14799172	3895069	6304580	3520975	15414730	17354096	9276100	12586970	10913148	274508540	11962547	10486384	22238227	6636400	16469017	10817806	4547528	4313660	0	18511232	17363561	10238981	20219290	6370944	0	2159228
2024-04-01	2190012	0	1141300	7314379	0	1776073	0	0	1401942	0	8142627	10883696	4535376	39154760	142938060	4548978	6370944	6370944	221844034	10690110	0	7499132	7366404	0	0	0	0	3732121	0	14912466	13691438	7690984	9349627	7034584	0	10474001	2190012	4151584	3913149	6370944	3947630	6304580	10266013	10487308	10485512	11954661	17354096	2745676	14865536	10647692	17635584	0	7631860	3058959	0	10297165	0	4445128	3873592	0	2917854	0	0	0	3713208	0	6304580
2024-04-08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17633280	55753254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260765411	0	0	0	136542911	0	234523652	0	0	0	0	0	0	0	0	0	0	0	120237929	0	0	0	0	0	0	0
2024-04-15	0	0	0	0	0	0	0	0	0	6370944	0	0	0	0	0	0	150300462	215290602	0	282622020	0	0	0	0	0	34873344	157700588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69140084	0	0	0	137486722	0	0	0	0	0	0	0	0	0	171849024
2024-04-22	0	47717712	52136500	59494400	44996788	109240437	82023543	40960000	54426184	26585488	132728	5390151	294471252	0	0	0	7034584	6437308	0	0	640286142	205315260	7100948	6304580	132728	0	0	0	0	12855182	3660247	0	0	256904884	0	0	0	0	0	0	0	10464899	146344248	0	0	0	0	6841676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252966272	0	0	119255280	0
2024-04-29	0	0	0	0	0	0	0	0	0	0	0	0	0	47042305	0	296991668	0	209847492	0	0	2190012	10551876	0	0	0	0	9247096	0	0	0	0	0	126359987	4349622	40960000	0	0	265764092	36795837	88361713	0	0	0	3481484	91973814	11818533	7535198	0	117723000	0	48627712	7034584	0	6968220	208850403	3081705	12672554	16464196	0	222510921	6968220	0	0	5492987	27153308	44339507	26983672
2024-05-06	0	0	0	238957431	0	0	0	0	0	0	0	0	580573936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135107399	743441204	1194884418	348763364	397919454	0	0	0	0	0	0	0	0	0	0	0	0	0	715259068	0	0	0	0	0	0
2024-05-13	0	0	0	0	0	0	0	0	0	0	0	0	0	216542537	372859561	0	0	0	0	0	0	0	0	0	282962892	683646564	254079424	0	0	246319204	0	0	0	0	0	0	0	0	0	0	0	1187418315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-05-20	82638040	416457932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219811172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	191370307	394176822	0	0	317043497	578494040	0	0	0	0	0	0	0	0	0	0	0	7192353592	304736564	0	188518400	0	548882796	0	1873774719	0
2024-05-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24488316	0	0	212801952	0	148563435	24421952	152868255	102920513	0	0	0	0	0	0	0	0	0	0	0	0	31677844	0	0	0	0	0	0	0	324009992	114531824	0	0	0	177657393	0	0	0	24289224
2024-06-03	138959119960	0	0	0	0	48623036873	26016288	0	8428228	0	22364868	0	19113488	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8892776	0	13073708	0	0	0	8892776	8096784	7633644	0	0	0	0	0	1108665124	0	0	0	0	198218936	0	0	551075328	0	0	0	0	0	0	0	12940980	0	0	210302166	0	0	16458272	4530029709	0	3938226866
2024-06-10	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	255020943	0	0	0	0	0	0	0	0	175901690	0	0	0	372661253	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14799172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21568300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-08	3164760	0	6370944	0	6187604	410137858	7432768	7898371	109117276	1091775	0	2190012	5088034592	4669185	0	5822834	10095554	6437308	11424454	0	6754610	12523876	14352876	4841066	11372666	6058283724	5291876	0	0	0	7963680	101153596	111161023	8138767	4446388	0	2190012	2705696	0	4424817	2767982	6370944	0	3481484	0	0	4446388	0	0	6570036	5637556	7500339	103028436	0	4446388	10249017	12075278	0	0	7830952	11262286	5564493	0	6437308	0	0	6769128
2024-07-22	8494592	0	0	0	0	9954600	0	0	0	10020964	0	4446388	0	12078248	0	0	11680064	0	12277340	0	2190012	0	0	11547336	0	11746428	0	8229136	0	10020964	0	0	12277340	4446388	0	0	0	0	0	0	13073708	14069168	7233676	0	0	0	0	0	11879156	0	132728	0	0	10020964	0	12144612	11812792	0	0	0	9954600	0	0	8096408	0	0	0
2024-07-29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4444243276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99826316	0	0	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	12210976	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	12343704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7897316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17379896074	0	0	0	0
2024-08-26	11215516	19842836	0	10286420	18276427561	9274091820	5773668	13339164	0	0	8657359315	2190012	8560956	0	17785552	9954600	6239911158	19909200	9556416	10020964	2190012	10087328	10087328	6558963698	8316405002	132728	0	4446388	16922820	16591000	21568300	2190012	0	0	0	0	7432768	4446388	0	12808252	0	20307384	0	0	0	10485512	8892776	0	4446388	5840032	10087328	9490052	4446388	16391908	0	0	16524636	0	0	0	10020964	8826412	9755508	6503672	6636400	6437308	9689268
2024-09-02	0	372777916	0	0	57936281824	36409498478	0	0	50153965632	0	0	5446758816	0	0	0	0	1976543036	0	0	0	0	0	0	665051340	13891372318	0	0	0	0	0	0	0	1735726556	1457311171	0	0	0	0	0	3172079148	5704331072	0	0	0	0	0	0	631374984	3155020996	0	0	0	0	0	0	0	14388153108	0	0	0	0	0	0	0	0	0	1071629872
2024-09-09	92771742280	76668369900	50444606712	74591392238	0	0	59876680003	69989528190	0	25506541436	0	3794574	3471063764	2661996753	494306140	0	0	2395937	4996693660	0	0	0	0	0	0	5314229	0	0	5520846544	0	0	7548139632	0	0	3488711056	0	0	0	0	0	0	0	0	3280122220	0	0	0	52514788	0	0	2595030776	2794306099	0	0	0	95250117893	0	1474859372	0	4253905000	0	78709379141	0	4499826559	3268343432	0	0
2024-09-16	974748	0	8402036	7830952	8244888	4446388	1991799	7233676	5972760	0	0	2747978	5441848	0	6901856	12857418	6636400	6503672	0	6370944	0	6304580	20790184	0	4736266	6296268	12193732	0	0	6370944	13606999	0	17904743	4446388	0	2685841	0	4645480	4446388	10795761	7300040	0	109117276	6370944	8229136	0	0	6276428	4579116	12797396	3447544	6437308	9241244	0	0	3214433	5704334	7100948	0	5183153	4625886	0	0	6769128	9510800	0	14556744
2024-09-23	70631224	128927584	20105780	60335435	187818724	16296393	139249902	133864710	22701142	21670079	151702817	79634062	191893824	184564485	96047468	65722738	266808888	240706890	229378456	122888430	239507928	239698396	133957552	118106704	314119208	252201776	153714376	33919641	32813758	39402090	58485207	140513056	27559607	46968502	38044965	154098097	56955802	57578048	100950327	85757267	70809820	71649502	140508276	81223332	56152990	71712586	122744602	125915108	62001388	75482136	71382512	74507366	45709280	199341116	109359403	214110651	278869190	262432656	159895976	109397011	314109270	41871437	201474191	148861681	134306344	88019198	60952764
2024-09-30	0	0	0	0	0	0	0	0	0	0	0	0	0	45301505	0	0	75877262	51287106	0	40962810	65119862	0	47890376	0	0	10153692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62942479	0	0	75696782	73472484	20971520	0	68064734	0	54924677	0	0	0	0
2024-10-21	7565496	0	11016424	6238216	0	0	55149600	4446388	0	0	17093075	2190012	66157316	45301505	24011867	11746428	75877262	61440798	72608458	13538380	65119862	88814280	0	52549618	93777210	82462100	56084636	12144612	0	12210976	10419148	7100948	0	8892776	4446388	10087328	14467352	9954600	46989273	26838129	10087328	6901856	41763469	39152692	11480972	11215516	49896170	46063984	31000694	11613700	35691256	0	27699088	70839795	0	87098857	0	83493448	9954600	10020964	76692054	6636400	0	8892776	7963680	34983723	27861628
2024-11-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7499132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8229136
2024-11-18	0	48000056	0	0	0	0	0	0	4048204	31107263	1888723	13995847	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10750968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6570036	0	0	0	0	6437308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5906396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6503672	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-03	14268260	14467352	0	0	0	0	0	15595540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7698224	0	0	0	0	0	0	0	0	0	0	0
