week_start	sub-389014/sub-389014_ses-20180705T152908_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180706T153828_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180709T154600_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180710T153808_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180711T154332_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180713T154058_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180716T154015_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180718T153707_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180723T154111_behavior+image+ophys.nwb	sub-389014/sub-389014_ses-20180724T154216_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180705T155914_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180706T152613_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180709T153218_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180710T152650_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180711T152912_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180713T153905_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180716T152622_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180717T152348_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180718T152401_behavior+image+ophys.nwb	sub-389020/sub-389020_ses-20180723T152916_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180705T171438_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180709T200603_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180710T190735_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180711T194424_behavior+image+ophys.nwb	sub-390958/sub-390958_ses-20180712T175204_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180712T160546_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180716T175039_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180717T175459_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180718T174405_behavior+image+ophys.nwb	sub-392392/sub-392392_ses-20180719T164503_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180724T175153_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180725T171120_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180730T180257_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180731T175356_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180801T172922_behavior+image+ophys.nwb	sub-395480/sub-395480_ses-20180802T173850_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180725T154856_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180726T153601_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180730T152546_behavior+image+ophys.nwb	sub-395481/sub-395481_ses-20180807T152634_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180824T201109_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180827T230250_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180828T210208_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180829T211909_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180831T004642_behavior+image+ophys.nwb	sub-402796/sub-402796_ses-20180906T210142_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180907T194312_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180910T232832_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180912T221001_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180913T224013_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180914T231328_behavior+image+ophys.nwb	sub-405808/sub-405808_ses-20180918T004417_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180906T230406_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180910T215954_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180912T212600_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180913T230252_behavior+image+ophys.nwb	sub-406876/sub-406876_ses-20180914T220948_behavior+image+ophys.nwb
2023-11-13	0	0	43342208	0	162525436	0	1310769924	0	0	0	0	0	0	0	0	10419148	143211856	0	0	0	172745492	0	0	0	0	0	0	0	0	0	71474028	0	0	0	0	0	0	0	0	90851488	0	0	15396448	0	0	0	50170356	0	10087328	0	0	0	0	53953104	0	0	0
2023-11-20	1345317924	0	484737636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-11-27	17489133012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-04	17576159736	1415209008	3993343948	87525076	1115084456	67078956	1394705928	1392021928	1399823928	1449997336	1492082312	87990932	84897636	1454583640	1556733992	50007604	0	90955028	0	1437161700	1611436572	1461725964	1550017588	1609435240	0	1669035980	1501400628	1428477340	1350436900	0	0	1372185660	1336360444	1329959364	1303091868	1406722404	0	1659049604	1751118240	88388060	87090492	1422348184	1464839624	79845036	1412233496	1447550712	1511822744	1469493160	1439641672	1472650468	1427145528	88466236	86489964	53752652	1313322252	1315882108	1306927564
2023-12-11	0	0	233136	0	0	0	1310769924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2023-12-18	2690635848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-01	0	0	0	0	0	0	2621539848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2613855128
2024-01-08	2195293360	359889488	330426356	331951900	28403792	47450260	6636400	10087328	37827480	303946292	525402960	309321776	249858804	19245560	306866308	190199224	316489088	257160500	245148616	259548776	273749844	235525836	346551152	226433140	332482812	303814392	305937212	395859604	470188112	337259364	301423632	144871784	354649216	184226464	190463852	129673600	148919988	314231056	287621576	276868124	217407636	94767792	47914808	202143916	258884308	202208624	153035384	143346240	366590596	350731256	200417624	266715260	57803044	154030844	67757644	227827612	183894644
2024-01-15	1345317924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-01-22	68623680372	21515172	17629136	32002344	26245708	15564796	17619948	18787360	17120524	18918040	25703652	7100948	24841160	27854172	17267824	7988572	6625524	3782748	26213028	9210480	8777748	20284220	20523252	19635944	12292288	18490904	20468720	16397432	8422112	16721100	13216684	6199988	10539848	17325116	13620536	11391120	2521832	12438788	132728	6386140	10916184	12669320	6055652	12749296	9949612	12998140	0	13176404	6039124	6067276	0	9135216	6597484	0	0	6595708	1306927564
2024-01-29	6726589620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12692052	0	6233228	6304580	6240972	6938188	12953732	0	132728	0	12968428	6443852	5508212	9382996	7034584
2024-02-05	4122980496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-02-19	9511472928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80713484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	12476432	0	0	0	0
2024-02-26	47086127340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-04	20179768860	0	297286352	0	175863772	0	0	0	0	0	0	234994924	0	0	0	0	0	91914140	0	0	0	0	0	0	0	0	0	376150324	402497660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134983548	0	0	0	0	0	0	0	0	0	0	0
2024-03-11	1369536268	21838584	16977812	25358944	20788680	17255288	11746788	23234116	362877524	15166324	17199596	6304580	21248048	12602924	254777988	6528564	17111796	12676388	303534100	27926280	6521372	0	14608468	10282520	15691800	14554572	8243440	24561300	20633696	23161484	308999376	28167216	12862588	24159032	389066392	0	18516268	132728	8546820	9755508	298140320	371764608	16342072	6370944	21298320	19303360	20575596	34811876	419420268	10486232	6439324	351197460	19007928	343770408	20930852	29823500	18918624
2024-03-18	4035953772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379733980	0	0	0	0	0	0	0	0	0	285298836	273821732	0	0	0	0	0	0	0	0	0	460432604	0	0	0	0	0	278528880	62382160	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-03-25	1394659912	1349467324	12983656	19717556	1411193888	1388523560	1343687080	780896940	1335923784	316916508	471702920	1437036848	20450624	1583668060	1493103584	15844416	278894236	1566332328	1391364856	2892161200	115889244	62695960	1077554920	105219752	500343064	115299200	75882660	132656268	118997412	109492716	115461476	65396676	343244920	31587668	83164300	77200720	114740356	97598652	203188920	83449940	64205088	74535428	181974732	161392772	186960160	174118048	76282728	106086596	240900948	41159964	140973328	287944536	117983724	102797836	64199804	26596944	147751212
2024-04-01	10148600	6370944	6491828	12815700	190197612	13109328	12974468	12615508	6370944	12644492	13283192	6603412	0	6231980	6045716	6528564	13062832	12805012	19142408	12595044	12825952	6724364	6437308	14197996	0	0	12822556	9888236	7830952	6235588	0	12902752	6491644	13540312	13181212	0	12670232	15226076	13590484	7167312	7100948	15456608	13156600	0	15922372	6370944	12545552	6805460	6051876	93712048	6439324	6812476	0	6443852	9888236	6370944	6242764
2024-04-08	16309013	0	0	0	0	0	0	0	0	0	224910404	191776884	0	0	170235400	153535520	0	0	0	220626280	0	0	0	0	0	0	0	214918020	7764588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159870876	0	0	0	0	0	0	0	0
2024-04-15	1541491528	12547208	6491828	6444756	6519636	6273836	6968220	0	6835492	6273548	9102260	0	10363296	6231980	12416660	6503672	12996468	6434068	13486680	17785552	6521372	204944068	6644788	0	3915476	10705460	0	132728	0	213995096	95720036	282933084	12862588	149568672	6810268	6812004	66098868	233630232	16444136	17850743	6071612	6232012	6055652	19658560	13665996	6627196	11085544	5840032	6968220	6067276	6439324	7565496	192326544	6968220	13033160	0	13609168
2024-04-22	0	351304148	0	0	0	193479380	0	0	0	0	0	0	0	0	0	0	0	0	279619408	0	0	0	0	264199792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20041928	17785552	272817824	0	85592720	0	0	0	0	0	0	177205444	17785552	231491524	0
2024-04-29	30942312252	0	0	0	0	0	0	0	0	0	0	153313480	427741176	0	0	0	0	0	0	0	0	0	0	0	0	106505060	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146463344	219593524	191380336	0	0	0	0	0	0	0	0	152585408
2024-05-06	24215722632	0	0	0	0	204054252	0	0	0	0	0	0	0	0	124211800	0	141802312	0	0	0	0	0	0	0	0	0	168585840	0	0	0	0	0	0	124635760	0	0	0	0	0	0	0	0	0	339925928	148473776	0	0	178782800	0	0	0	0	201166216	0	0	0	0
2024-05-13	5381271696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	124692080	0	0	0	0	208864552	0	0	181848060	0	0	0	0	0	0	0	0	0	0	0	0	142528704	179260036	0	0	0	0	0	258105108	0	0	0	0	0	0	0	0
2024-05-20	15971886228	37761116	0	276901140	234535968	0	0	0	0	0	0	0	206450428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200789108	0	0	0	0	0	0	0	0	0	0	168726184	0	0	0	306913748	36968108	0	0	166723632	0	0	0	0	0	0	0	0	0	0
2024-05-27	20882070949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24488316	0	0	0	0	0	192603264	116258364	0	0	191405464	0	0	0	0	0	0	0	251216768	0	62846708	0	296415092	0	0	0	0	0	242043572	0	209238520	0	0	0	0	167310964	0	0
2024-06-03	217293748	58161336	282069840	69332280	46983204	49119112	55381676	72093300	138521604	288523768	119703008	114503544	122331716	106561728	111933388	408249620	139423588	117029600	119757704	104924656	334313584	116272940	131610384	123765072	63607352	120079644	105377424	110594932	112971764	106429192	319061172	108717448	101483956	296183800	111314304	118718156	87661404	232237588	77052852	22556328	327733716	26533192	110573880	86289752	56027512	20355340	19383800	114930988	18977068	19301864	38692228	114833076	107023888	100752072	106117344	109738612	105520276
2024-06-10	5493839900	21037388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	211483004	0	0	0	0	0	7830952	0	0	0	0	0	7830952	0	0	21037388	0	0	0	0	0	0	0	9954600	0	0	7830952	0	0	445823012	306101828	0	7830952	0	0	0	0	0	0	0
2024-06-17	14798497164	0	0	0	0	0	0	0	0	0	1401401156	0	0	0	0	0	0	0	0	0	1611436572	0	0	0	1584605020	0	0	0	0	0	0	0	0	1329959364	0	1406722404	1366924124	1622349444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-06-24	40220913430	20307384	24156496	0	0	0	0	0	0	19112832	0	0	0	0	0	0	0	18316464	0	0	0	17785552	17785552	0	17851916	0	19112832	19245560	0	0	0	0	0	0	0	0	0	0	0	0	18648284	0	0	0	0	0	0	0	0	0	0	0	2885872860	0	46786620	42871144	0
2024-07-01	55213492576	1319727428	0	0	0	0	0	0	0	0	30261984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1667649216	0	0	0	0
2024-07-08	10880246100	14548760	7366404	6653652	12755412	7047980	16218024	14056472	14771876	0	0	7774868	6385508	13496768	14051140	6360628	6304580	14373956	13783160	12750692	19112832	16790092	15625139	6437308	20899128	25102308	22846700	16126452	24332956	6370944	14863452	16259180	16591000	10087328	24248488	7167312	0	16776936	38199108	7764588	23671144	15757272	16497676	31703688	16391908	17356768	20295192	12750420	14956896	23608636	21686484	28179244	6370944	14379468	10352784	19179196	14715088
2024-07-15	2926383180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-07-22	0	0	1328680628	8760048	8826412	6370944	12808252	11680064	0	11812792	13339164	10020964	0	0	0	11480972	1386731736	0	11680064	12277340	12410068	10020964	12808252	0	0	10485512	9888236	0	11281880	9622780	0	0	10020964	10153692	10087328	11414608	12210976	1633896780	12874616	0	12609160	0	0	12277340	0	0	12011884	11414608	12343704	0	0	12609160	0	0	0	6769128	10020964
2024-07-29	0	0	0	0	0	0	1310769924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366924124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-05	6753467040	87650628	135535976	87525076	88828756	88050476	83936004	79972564	44551964	0	25814424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13803712	0	0	0	0	0	0	0	0	0
2024-08-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-08-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	1377294052	0	0	0	0	0	0	0	0	0	0	0	13870076	0	0
2024-08-26	14268260	0	136314880	1324844756	9091868	0	0	10485512	1313328924	9954600	0	0	8826412	0	0	10087328	0	0	0	0	0	0	9423688	10020964	0	12078248	0	0	0	9954600	7698224	14135532	0	0	0	1406722404	0	1622349444	0	0	0	1345761416	0	0	0	0	8361864	0	0	0	0	0	9954600	8494592	0	0	0
2024-09-02	67108864	0	1328680628	4917837772	0	3911527828	0	1021030872	1313328924	1149671948	1365034020	7764588	1421832036	0	0	3966317040	0	0	1255940168	0	0	0	0	0	0	0	0	0	0	0	2927853676	1235942832	0	0	1155098996	0	12277340	3073191004	0	0	0	0	0	0	0	1171558628	0	0	0	0	0	0	0	0	0	0	0
2024-09-09	1085763696	0	50870992	0	0	0	0	0	0	0	0	0	0	971615492	1330088708	0	0	1096021876	0	1281589960	0	0	0	1153433600	1171221968	1553283632	0	0	1155742212	0	0	0	0	0	0	0	1022825280	0	0	0	0	0	1143221776	1077443760	0	0	0	0	969164940	1088579732	0	0	0	920938136	0	0	927631196
2024-09-16	187835640	356988500	379624736	356753956	456766464	257830064	407983388	174731604	187324632	189124132	284019904	258948756	182817180	190734000	121294908	98918864	15196108	97630760	56893576	13281604	20771932	0	6702764	13591744	6835492	6520388	6786612	6477212	13980172	6387140	20703484	0	13274716	14087564	13165700	12720100	13232256	6755972	14108976	10419148	12654720	13235440	6370944	12741888	6968220	7335804	0	6769128	13297796	0	15580996	13380072	6404972	14976744	7432768	14293844	6636400
2024-09-23	5627400892	1057050416	1139272852	1045058032	888287560	865854604	813145640	572090176	518970024	453050940	453405780	439954660	271433104	427816540	266784828	231254084	169677288	246650684	183246984	210940360	91001372	222331172	148293736	89064500	90384220	95706192	91065908	91542940	92145700	92763588	0	24765500	0	0	0	0	0	0	0	0	0	7830952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-09-30	87026724	0	0	0	0	47185920	0	79972564	86495004	90610188	90681156	87990932	84897636	87660460	88928276	39521844	0	90955028	0	0	1611436572	0	0	0	0	0	9490052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-07	52624928	0	0	0	0	0	0	0	0	0	15866632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10286420	0	0	0	0
2024-10-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11945520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9888236	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-21	13540205964	87650628	91360948	87525076	88828756	88050476	83936004	79972564	86495004	90610188	10551876	87990932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-10-28	87026724	184194032	187500104	113661840	96726072	88050476	93890604	85414412	86495004	48667148	55082408	15396448	84897636	96287780	65301948	0	0	6238216	0	10153692	6503672	0	7631860	6503672	0	8229136	4645480	10220056	7233676	8295500	9954600	0	8361864	7897316	7698224	8030044	10153692	0	0	10153692	8229136	20307384	0	4313660	0	9888236	7830952	7100948	0	0	8295500	7897316	6636400	0	0	7897316	6304580
2024-11-04	2690635848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-11	16143815088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10020964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-11-18	16143815088	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1366924124	0	0	0	0	0	0	0	0	0	0	0	0	18714648	0	0	0	0	0	0	0
2024-11-25	5381271696	0	0	0	0	0	0	30593804	0	0	11016424	0	0	0	0	0	0	0	0	35438376	0	0	0	0	0	0	16790092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-09	2690635848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2024-12-30	0	0	0	9954600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-13	8071907544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14334624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-01-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27408332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-10	2690635848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-17	18834450936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-02-24	2690635848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-03	22870404708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-10	82171217868	0	0	0	0	4319368	0	204800	0	0	6437308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4114568	0	0	0	0	0
2025-03-17	13453179240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-03-31	1345317924	0	241748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-07	5381271696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-14	5381271696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1461725964	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-21	34111300	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-04-28	78519544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-05	104288304	0	0	0	0	0	0	10340564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-05-26	1345317924	0	1328680628	0	2757154472	1356827436	1310769924	1312049364	1313328924	1359387148	1401401156	1403953812	1421832036	1366923180	1467805716	1502285364	1374587124	1391189268	0	1437161700	1611436572	1461725964	1550017588	0	1584605020	1669035980	1501400628	0	1350436900	1324840388	1422085812	0	1336360444	1329959364	1303091868	1406722404	1366924124	1622349444	1659369680	1587851740	1340138812	0	0	1317164716	1327398028	1355542396	1424378572	1382242260	0	0	1340096924	1336271676	0	1312043852	1313322252	0	1306927564
2025-06-09	1345317924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-16	1516367672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-06-23	16208957976	29345968	36869296	12389160	13578864	8784992	8497400	5490848	9641856	8219216	8737104	7295184	10529568	7352832	10651672	9463984	6719256	8881160	7837408	8420336	12388800	12292880	7710096	13252752	10361920	8912392	8458864	9728032	13867472	9670304	6932640	10534560	8612528	12158400	9113968	10975600	6990432	10380688	10680568	9608000	9315584	11090848	5704304	11436424	8314704	10534160	10159904	13533432	15694904	10378592	7877728	10356736	10332448	8595280	11946960	8516112	9216464
2025-06-30	9155058196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-07	21722682132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2025-07-14	44479293756	11074368	12753952	12273960	12408288	7578208	9690040	9613056	14666288	13022448	9636800	6155040	9895968	7359760	9555368	11342872	8166208	6431256	8367664	10824592	5432992	8228272	9929600	10486048	11919024	14090168	9324768	5589104	5905904	8653056	10947112	11177536	10275424	6165104	10044928	10620736	1377823180	7475056	1670297512	9802704	8969984	8352944	11601760	1326249796	11695408	12033664	7013904	10392328	5848304	11532496	9543320	6032928	1327223700	12695856	1323749932	7911312	9756448
2025-07-21	2690635848	2639454856	2661475824	2649689512	2757154472	2713654872	2621539848	2624098728	3255803448	2718774296	2802802312	2807907624	2843664072	2733846360	2053785988	1502285364	1374587124	1391189268	1365643332	1437161700	0	1461725964	1550017588	1583285300	0	0	0	0	0	0	0	0	2672720888	2659918728	2606183736	2813444808	2733848248	3244698888	3318739360	3175703480	2680277624	2670153624	1377294052	1317164716	1327398028	1355542396	1424378572	1382242260	1351587876	1368192076	2336244124	1336271676	1313323884	1312043852	1313322252	1315882108	1306927564
